FAC_NO,FAC_NAME,YEAR_QTR,BEG_DATE,END_DATE,OP_STATUS,COUNTY_NAME,HSA,HFPA,TYPE_CNTRL,TYPE_HOSP,TEACH_RURL,PHONE,ADDRESS,CITY,ZIP_CODE,CEO,LIC_BEDS,AVL_BEDS,STF_BEDS,DIS_MCAR,DIS_MCAR_MC,DIS_MCAL,DIS_MCAL_MC,DIS_CNTY,DIS_CNTY_MC,DIS_THRD,DIS_THRD_MC,DIS_INDGNT,DIS_OTH,DIS_TOT,DIS_LTC,DAY_MCAR,DAY_MCAR_MC,DAY_MCAL,DAY_MCAL_MC,DAY_CNTY,DAY_CNTY_MC,DAY_THRD,DAY_THRD_MC,DAY_INDGNT,DAY_OTH,DAY_TOT,DAY_LTC,VIS_MCAR,VIS_MCAR_MC,VIS_MCAL,VIS_MCAL_MC,VIS_CNTY,VIS_CNTY_MC,VIS_THRD,VIS_THRD_MC,VIS_INDGNT,VIS_OTH,VIS_TOT,GRIP_MCAR,GRIP_MCAR_MC,GRIP_MCAL,GRIP_MCAL_MC,GRIP_CNTY,GRIP_CNTY_MC,GRIP_THRD,GRIP_THRD_MC,GRIP_INDGNT,GRIP_OTH,GRIP_TOT,GROP_MCAR,GROP_MCAR_MC,GROP_MCAL,GROP_MCAL_MC,GROP_CNTY,GROP_CNTY_MC,GROP_THRD,GROP_THRD_MC,GROP_INDGNT,GROP_OTH,GROP_TOT,BAD_DEBT,CADJ_MCAR,CADJ_MCAR_MC,CADJ_MCAL,CADJ_MCAL_MC,DISP_855,CADJ_CNTY,CADJ_CNTY_MC,CADJ_THRD,CADJ_THRD_MC,CHAR_HB,CHAR_OTH,SUB_INDGNT,TCH_ALLOW,TCH_SUPP,DED_OTH,DED_TOT,CAP_MCAR,CAP_MCAL,CAP_CNTY,CAP_THRD,CAP_TOT,NET_MCAR,NET_MCAR_MC,NET_MCAL,NET_MCAL_MC,NET_CNTY,NET_CNTY_MC,NET_THRD,NET_THRD_MC,NET_INDGNT,NET_OTH,NET_TOT,OTH_OP_REV,TOT_OP_EXP,PHY_COMP,NONOP_REV,DIS_PIPS,DAY_PIPS,EXP_PIPS,EXP_POPS,CAP_EXP,FIX_ASSETS,DISP_TRNFR,DIS_TOT_CC,PAT_DAY_TOT_CC,TOT_OUT_VIS_CC,GROS_INPAT_REV_CC,GROS_OUTPAT_REV_CC,CONTR_ADJ_CC,OTHR_DEDUCT_CC,CAP_PREM_REV_CC,NET_PAT_REV_CC,QA_FEES,QA_SUPPL_PAY,MNGD_CARE_QA_PAY
106150788,ADVENTIST HEALTH BAKERSFIELD,20184,10-01-2018,12/31/2018,Open,Kern,09 - Central,617,Non Profit Corp.,Comparable,,661-395-3000,2615 CHESTER AVENUE,BAKERSFIELD,93301,SHARLET BRIGGS,254,254,174,910,749,242,976,0,0,206,"1,139",0,79,"4,301",0,"3,985","3,125",837,"3,406",0,0,874,"3,067",0,362,"15,656",0,"10,357","3,657","1,560","10,864",0,0,"2,455","16,670",0,"2,244","47,807","7,60,33,909","6,62,35,654","1,42,23,278","5,71,87,944",0,0,"1,36,05,282","6,01,15,959",0,"61,03,156","29,35,05,182","4,02,13,433","3,06,50,146","49,52,934","4,68,62,784",0,0,"1,65,61,020","6,28,50,933",0,"50,45,442","20,71,36,692","26,81,720","9,14,14,569","8,43,88,192","1,58,74,087","7,18,21,957",0,0,0,"2,33,85,050","9,34,30,107",0,"25,68,444",0,0,0,"79,78,214","39,35,42,340",0,0,0,0,0,"2,37,95,303","1,18,98,173","31,17,065","3,20,10,545",0,0,"61,20,180","2,72,19,223",0,"29,39,045","10,70,99,534","14,86,223","10,57,54,653",0,"9,86,311",0,0,0,0,"23,72,544","13,07,37,189",0,0,0,0,0,0,0,0,0,0,0,0,0
106171049,ADVENTIST HEALTH CLEARLAKE,20184,10-01-2018,12/31/2018,Open,Lake,01 - Northern California,115,Non Profit Corp.,Comparable,Rural,707-995-5820,15630 18TH AVENUE ,CLEARLAKE,95422,DAVID SANTOS,25,25,19,167,5,17,115,0,0,15,19,0,5,343,0,789,40,52,317,0,0,61,65,0,13,"1,337",0,"19,243",238,"6,233","19,048",0,0,"4,890","3,179",0,674,"53,505","88,32,982","3,61,755","7,43,453","41,42,129",0,0,"88,612","14,26,358",0,"50,595","1,56,45,884","1,93,90,244","4,46,486","35,27,397","1,75,91,321",0,0,"7,81,992","66,03,407",0,"6,84,000","4,90,24,847","5,69,599","1,64,49,324","3,96,486","43,60,188","1,59,66,661","-1,60,434",0,0,"1,26,699","41,52,352",0,"9,23,178",0,0,0,"8,19,911","4,36,03,964",0,"28,67,898",0,0,"28,67,898","1,10,44,014","4,16,501","-1,15,446","87,46,121",0,0,"8,83,279","34,33,454",0,"-4,73,258","2,39,34,665","9,76,169","2,39,28,177",0,"10,868",0,0,0,0,"10,71,180","3,25,46,068",0,0,0,0,0,0,0,0,0,0,0,0,0
106040875,ADVENTIST HEALTH FEATHER RIVER,20184,10-01-2018,12/31/2018,Open,Butte,01 - Northern California,220,Church,Comparable,,530-877-9361,5974 PENTZ ROAD,PARADISE,95969,MONTY KNITTEL,100,100,24,252,9,22,130,0,0,1,84,0,8,506,0,"1,050",38,83,419,0,0,2,254,0,37,"1,883",0,"19,948",595,"3,587","13,333",0,0,"5,052","4,467",0,692,"47,674","2,89,39,243","12,52,623","17,84,477","93,98,958",0,0,"28,792","61,05,025",0,"11,70,900","4,86,80,018","4,34,82,216","12,45,892","31,18,775","2,37,01,540",0,0,"1,38,645","1,96,93,229",0,"13,21,557","9,27,01,854","10,66,708","6,41,89,964","32,77,507","55,11,497","1,42,91,179","-7,35,392",0,0,"-9,373","2,01,98,954",0,"17,80,554",0,0,0,"22,74,328","11,18,45,926",0,0,0,0,0,"73,74,641","-8,00,691","-6,69,991","1,91,50,841",0,0,"-25,886","46,34,816",0,"-1,27,784","2,95,35,946","31,80,292","6,16,43,571",0,"5,67,017",0,0,0,0,0,"5,02,36,182",0,0,0,0,0,0,0,0,0,0,0,0,0
106190323,ADVENTIST HEALTH GLENDALE,20184,10-01-2018,12/31/2018,Open,Los Angeles,11 - Los Angeles,909,Church,Comparable,,818-409-8000,1509 WILSON TERRACE,GLENDALE,91206,KEVIN ROBERTS,515,492,273,"2,035",360,399,822,0,0,105,945,0,76,"4,742",0,"12,578","1,631","2,658","3,233",0,0,493,"3,849",0,341,"24,783",0,"14,876","2,410","1,665","9,165",0,0,"2,278","17,423",0,941,"48,758","21,91,86,994","3,81,97,320","3,33,20,953","6,82,61,801",0,0,"20,72,778","7,17,30,789",0,"83,71,632","44,11,42,267","6,56,95,334","2,01,43,193","70,06,770","5,42,44,723",0,0,"37,57,654","5,78,73,128",0,"1,27,26,173","22,14,46,975","11,17,719","24,71,82,212","4,84,81,288","3,73,73,390","10,87,59,810",0,0,0,"30,80,226","8,78,24,706",0,"2,27,06,141",0,0,0,"16,69,882","55,81,95,374",0,0,0,0,0,"3,60,87,874","92,37,037","28,98,432","1,29,41,160",0,0,"26,80,874","4,00,58,474",0,"4,90,017","10,43,93,868","3,34,04,430","12,04,03,449",0,"33,65,608",0,0,0,0,"23,85,350","19,79,50,182",0,0,0,0,0,0,0,0,0,0,0,0,0
106164029,ADVENTIST HEALTH HANFORD,20184,10-01-2018,12/31/2018,Open,Kings,09 - Central,615,Church,Comparable,Rural,559-582-9000,115 MALL DRIVE,HANFORD,93230,WAYNE FERCH,230,230,123,866,209,190,890,0,0,145,366,0,60,"2,726",0,"4,315","1,074",723,"3,107",0,0,405,"1,050",0,261,"10,935",0,"13,902","2,146","3,114","26,715",0,0,"5,698","14,877",1,"2,248","68,701","4,26,42,426","98,01,728","61,82,900","3,13,10,588",0,0,"40,27,042","1,15,68,906",0,"23,93,918","10,79,27,508","3,54,41,040","76,73,294","82,06,416","7,13,51,364",0,0,"1,20,60,309","3,54,09,728","1,276","72,56,412","17,73,99,839","-38,13,267","6,63,64,125","1,48,81,054","35,33,969","9,79,28,801","-57,039",0,0,"1,19,95,476","2,48,15,888",0,"-1,59,647",0,0,0,"46,50,927","22,01,40,287",0,"54,40,934",0,0,"54,40,934","1,53,05,702","32,82,455","1,13,05,482","1,40,21,727",0,0,"30,60,079","2,29,39,212",0,"7,13,337","7,06,27,994","24,23,342","6,60,76,978",0,"-16,32,354",0,0,0,0,"47,02,246","19,61,37,150",0,0,0,0,0,0,0,0,0,0,0,0,0
106234038,ADVENTIST HEALTH HOWARD MEMORIAL,20184,10-01-2018,12/31/2018,Open,Mendocino,01 - Northern California,112,Non Profit Corp.,Comparable,,707-459-6801,1 MARCELA DRIVE,WILLITS,95490,JASON WELLS,25,25,23,220,17,15,96,0,0,12,51,0,4,415,0,934,85,106,364,0,0,55,212,0,8,"1,764",0,"5,260",423,149,"3,897",0,0,"1,202","2,358",0,476,"13,765","1,33,41,958","12,26,452","15,96,214","54,87,766",0,0,"9,98,268","37,51,081",0,"4,68,239","2,68,69,978","71,43,776","7,08,464","5,29,706","64,92,712",0,0,"5,80,517","43,12,048",0,"9,81,308","2,07,48,531","4,32,043","1,68,56,313","12,03,291","13,24,316","1,20,34,061","-74,987",0,0,"1,59,327","36,53,581",0,"8,98,036",0,0,0,"10,03,212","3,74,89,193",0,"12,11,547",0,0,"12,11,547","32,24,959","6,68,588","7,40,726","11,90,481",0,0,"13,38,836","39,50,962",0,"2,26,311","1,13,40,863","19,10,069","1,59,46,627",0,"6,39,329",0,0,0,0,"2,50,052","5,66,03,649",0,0,0,0,0,0,0,0,0,0,0,0,0
106390923,ADVENTIST HEALTH LODI MEMORIAL,20184,10-01-2018,12/31/2018,Open,San Joaquin,06 - North San Joaquin,505,Non Profit Corp.,Comparable,,209-334-3411,975 SOUTH FAIRMONT AVENUE,LODI,95240,DANIEL WOLCOTT,190,190,88,812,188,169,460,0,0,43,374,0,28,"2,074",0,"3,559",697,564,"1,476",0,0,124,"1,210",0,62,"7,692",0,"20,813","3,136","2,852","21,923",0,0,"4,105","14,042",90,"1,424","68,385","8,39,67,842","1,76,94,328","1,25,83,208","3,38,08,891",0,0,"30,80,697","3,13,79,878",0,"15,22,389","18,40,37,233","4,66,35,312","85,10,868","73,76,088","4,43,09,762",0,0,"62,61,326","3,80,81,653","29,892","50,22,172","15,62,27,073","-16,47,352","11,79,91,893","2,30,05,271","1,43,29,993","7,33,86,543",0,0,0,"49,84,014","4,52,78,199",0,"20,26,680",0,0,0,"55,24,839","28,48,80,080",0,"7,29,209",0,0,"7,29,209","1,66,52,025","29,34,741","59,99,029","54,78,902",0,0,"15,95,561","2,30,39,352",24,"4,13,801","5,61,13,435","6,99,959","5,38,06,053",0,"-28,98,858",0,0,0,0,"2,57,041","12,52,27,456",0,0,0,0,0,0,0,0,0,0,0,0,0
106100797,ADVENTIST HEALTH REEDLEY,20184,10-01-2018,12/31/2018,Open,Fresno,09 - Central,607,District,Comparable,Rural,559-582-9000,372 WEST CYPRESS AVENUE,REEDLEY,93654,WAYNE FERCH,49,49,16,58,15,63,260,0,0,3,65,0,4,468,0,227,46,136,523,0,0,4,139,0,12,"1,087",0,"19,245","3,469","12,665","84,178",0,0,"1,535","17,882","2,827","2,893","1,44,694","16,73,006","3,57,130","12,53,071","47,56,840",0,0,"47,617","12,35,282",0,"1,05,219","94,28,165","84,77,880","16,34,015","61,33,043","3,53,87,971",0,0,"16,15,024","76,43,749","4,84,575","18,61,088","6,32,37,345","-14,77,032","28,86,754","12,59,303","2,25,687","2,76,73,540","-4,46,625",0,0,"10,15,042","54,24,405",0,"3,36,906",0,0,0,"-1,54,106","3,67,43,874",0,0,0,"4,84,255","4,84,255","10,673","9,31,649","86,39,416","1,94,63,922",0,0,"7,64,143","60,21,621","86,623","4,87,844","3,64,05,891","29,04,467","3,67,10,119",0,"3,17,008",0,0,0,0,"16,23,171","2,10,84,821",0,0,0,0,0,0,0,0,0,0,0,0,0
106580996,ADVENTIST HEALTH RIDEOUT,20184,10-01-2018,12/31/2018,Open,Yuba,02 - Golden Empire,227,Non Profit Corp.,Comparable,,530-749-4663,726 FOURTH STREET,MARYSVILLE,95901,RICK RAWSON,221,221,146,"1,361",29,250,754,0,0,532,0,15,15,"2,956",0,"7,236",209,866,"2,785",0,0,"2,111",0,89,84,"13,380",0,"21,553",455,"2,278","11,869",2,0,"11,686",0,225,"1,883","49,951","10,85,01,219","33,33,419","1,38,02,085","4,02,53,151",0,0,"3,47,72,056",0,"9,08,146","16,67,571","20,32,37,647","6,69,10,147","14,09,893","70,94,661","3,70,33,371","7,767",0,"3,63,02,280",0,"6,89,393","58,38,098","15,52,85,610","50,74,765","9,73,95,321","11,03,071","1,05,65,775","6,15,43,122",0,"6,558",0,"5,64,85,303",0,0,"15,97,539",0,0,0,0,"23,37,71,454",0,0,0,0,0,"7,80,16,045","36,40,240","1,03,30,971","1,57,43,400","1,209",0,"95,14,268",0,0,"75,05,670","12,47,51,803","21,47,322","10,70,59,834","1,28,06,895","96,226",0,0,0,0,"13,52,137","34,07,90,966",0,0,0,0,0,0,0,0,0,0,0,0,0
106560525,ADVENTIST HEALTH SIMI VALLEY,20184,10-01-2018,12/31/2018,Open,Ventura,10 - Santa Barbara/Ventura,813,Church,Comparable,,805-955-6000,2975 SYCAMORE DRIVE,SIMI VALLEY,93065,JENNIFER SWENSON,144,85,75,607,187,64,254,0,0,33,444,0,35,"1,624",0,"2,801",766,288,"1,053",0,0,97,"1,404",0,99,"6,508",0,"4,657","1,091",507,"3,325",0,0,"2,972","9,031",0,634,"22,217","4,58,59,557","1,54,41,251","29,92,640","1,44,51,156",0,0,"10,75,328","2,39,19,824",0,"19,13,987","10,56,53,743","1,32,37,704","60,51,804","29,14,684","1,29,94,326",0,0,"14,08,010","2,92,96,561",0,"22,55,390","6,81,58,479","6,66,771","4,82,81,318","1,46,08,300","58,23,433","2,73,83,264",0,0,0,"20,22,600","3,10,01,686",0,"16,96,740",0,0,0,"37,82,611","13,52,66,723",0,0,0,0,0,"1,06,15,724","66,73,180","43,214","1,02,074",0,0,"3,28,938","2,01,19,424",0,"6,62,945","3,85,45,499","1,24,86,234","4,33,93,843",0,"1,10,686",0,0,0,0,"4,45,660","12,53,49,540",0,0,0,0,0,0,0,0,0,0,0,0,0
