FAC_NO,FAC_NAME,YEAR_QTR,BEG_DATE,END_DATE,OP_STATUS,COUNTY_NAME,HSA,HFPA,TYPE_CNTRL,TYPE_HOSP,TEACH_RURL,PHONE,ADDRESS,CITY,ZIP_CODE,CEO,LIC_BEDS,AVL_BEDS,STF_BEDS,DIS_MCAR,DIS_MCAR_MC,DIS_MCAL,DIS_MCAL_MC,DIS_CNTY,DIS_CNTY_MC,DIS_THRD,DIS_THRD_MC,DIS_INDGNT,DIS_OTH,DIS_TOT,DIS_LTC,DAY_MCAR,DAY_MCAR_MC,DAY_MCAL,DAY_MCAL_MC,DAY_CNTY,DAY_CNTY_MC,DAY_THRD,DAY_THRD_MC,DAY_INDGNT,DAY_OTH,DAY_TOT,DAY_LTC,VIS_MCAR,VIS_MCAR_MC,VIS_MCAL,VIS_MCAL_MC,VIS_CNTY,VIS_CNTY_MC,VIS_THRD,VIS_THRD_MC,VIS_INDGNT,VIS_OTH,VIS_TOT,GRIP_MCAR,GRIP_MCAR_MC,GRIP_MCAL,GRIP_MCAL_MC,GRIP_CNTY,GRIP_CNTY_MC,GRIP_THRD,GRIP_THRD_MC,GRIP_INDGNT,GRIP_OTH,GRIP_TOT,GROP_MCAR,GROP_MCAR_MC,GROP_MCAL,GROP_MCAL_MC,GROP_CNTY,GROP_CNTY_MC,GROP_THRD,GROP_THRD_MC,GROP_INDGNT,GROP_OTH,GROP_TOT,BAD_DEBT,CADJ_MCAR,CADJ_MCAR_MC,CADJ_MCAL,CADJ_MCAL_MC,DISP_855,CADJ_CNTY,CADJ_CNTY_MC,CADJ_THRD,CADJ_THRD_MC,CHAR_HB,CHAR_OTH,SUB_INDGNT,TCH_ALLOW,TCH_SUPP,DED_OTH,DED_TOT,CAP_MCAR,CAP_MCAL,CAP_CNTY,CAP_THRD,CAP_TOT,NET_MCAR,NET_MCAR_MC,NET_MCAL,NET_MCAL_MC,NET_CNTY,NET_CNTY_MC,NET_THRD,NET_THRD_MC,NET_INDGNT,NET_OTH,NET_TOT,OTH_OP_REV,TOT_OP_EXP,PHY_COMP,NONOP_REV,DIS_PIPS,DAY_PIPS,EXP_PIPS,EXP_POPS,CAP_EXP,FIX_ASSETS,DISP_TRNFR,DIS_TOT_CC,PAT_DAY_TOT_CC,TOT_OUT_VIS_CC,GROS_INPAT_REV_CC,GROS_OUTPAT_REV_CC,CONTR_ADJ_CC,OTHR_DEDUCT_CC,CAP_PREM_REV_CC,NET_PAT_REV_CC,QA_FEES,QA_SUPPL_PAY,MNGD_CARE_QA_PAY
106150788,ADVENTIST HEALTH BAKERSFIELD,20181,01-01-2018,03/31/2018,Open,Kern,9,617,Non Profit Corp.,Comparable,,661-395-3000,2615 CHESTER AVENUE,BAKERSFIELD,93301,SHARLET BRIGGS,254,254,198,"1,019",863,238,"1,024",0,0,230,"1,109",0,71,"4,554",0,"4,678","3,613",839,"3,528",0,0,970,"3,521",0,293,"17,442",0,"10,736","4,019","1,350","12,455",0,0,"2,500","17,248",0,"2,355","50,663","8,33,39,314","7,18,52,844","1,88,71,588","5,60,47,922",0,0,"1,37,56,144","6,82,56,731",0,"5,26,184","31,26,50,727","4,02,43,353","3,10,06,242","49,80,337","4,44,50,265",0,0,"1,43,36,644","5,94,11,430",0,"41,66,506","19,85,94,777","19,36,874","10,17,22,217","8,95,51,377","2,13,97,554","6,76,89,524",0,0,0,"2,19,88,192","9,46,47,057",0,"18,38,844",0,0,0,"76,74,227","40,84,45,866",0,0,0,0,0,"2,13,59,200","1,28,42,271","23,81,286","3,26,96,145",0,0,"54,74,388","3,00,46,649",0,"-20,00,301","10,27,99,638","10,14,547","9,84,53,101",0,"8,10,730",0,0,0,0,"6,19,601","13,43,42,013",0,0,0,0,0,0,0,0,0,0,0,0,0
106171049,ADVENTIST HEALTH CLEARLAKE,20181,01-01-2018,03/31/2018,Open,Lake,1,115,Non Profit Corp.,Comparable,Teaching,707-995-5820,15630 18TH AVENUE,CLEARLAKE,95422,DAVID SANTOS,25,25,20,185,2,5,146,0,0,0,36,0,5,379,0,797,6,13,474,0,0,0,135,0,12,"1,437",0,"20,811",275,"6,624","23,197",0,0,"6,067","3,084",0,993,"61,051","89,45,794","72,599","3,57,672","56,68,685",0,0,0,"16,56,039",0,"1,16,687","1,68,17,476","1,88,01,602","6,71,151","33,06,838","1,91,24,190",0,0,"4,22,116","71,61,038",0,"9,42,839","5,04,29,774","-3,24,698","1,88,31,584","6,50,963","21,89,728","1,52,53,167","-1,30,500",0,0,"93,644","36,13,312",0,"17,66,592",0,0,0,"9,74,334","4,29,18,126",0,"27,15,284",0,0,"27,15,284","88,71,330","66,961","13,62,757","1,21,94,824",0,0,"3,90,088","49,47,382",0,"-7,88,934","2,70,44,408","9,51,441","2,42,29,517",0,"16,328",0,0,0,0,"3,70,008","3,17,53,882",0,0,0,0,0,0,0,0,0,0,0,0,0
106040875,ADVENTIST HEALTH FEATHER RIVER,20181,01-01-2018,03/31/2018,Open,Butte,1,220,Church,Comparable,,530-877-9361,5974 PENTZ ROAD,PARADISE,95969,MONTY KNITTEL,100,100,57,721,28,43,296,0,0,2,187,0,15,"1,292",0,"2,932",99,140,"1,008",0,0,6,556,0,65,"4,806",0,"43,767","1,358","7,809","27,321",0,0,839,"15,526",0,"1,494","98,114","8,34,68,036","30,78,200","29,09,419","2,61,57,446",0,0,"2,96,458","1,54,88,936",0,"13,96,908","13,27,95,403","10,39,74,858","40,94,730","73,65,771","5,69,55,711",0,0,"9,10,756","4,18,65,454",0,"31,31,677","21,82,98,957","6,817","16,66,99,596","61,44,430","67,90,077","7,05,21,006","-2,21,206",0,0,"5,35,723","3,93,83,011",0,"28,07,424",0,0,0,"49,68,432","29,76,35,310",0,0,0,0,0,"1,89,01,721","10,06,563","33,44,045","1,30,31,546",0,0,"3,04,139","1,64,24,704",0,"4,46,332","5,34,59,050","51,80,886","5,60,31,120",0,"80,409",0,0,0,0,"10,26,533","5,49,37,558",0,0,0,0,0,0,0,0,0,0,0,0,0
106190323,ADVENTIST HEALTH GLENDALE,20181,01-01-2018,03/31/2018,Open,Los Angeles,11,909,Church,Comparable,,818-409-8000,1509 WILSON TERRACE,GLENDALE,91206,KEVIN ROBERTS,515,462,308,"2,266",455,352,962,0,0,37,945,0,159,"5,176",0,"14,332","2,129","2,471","3,674",0,0,87,"4,017",0,673,"27,383",0,"15,351","2,096","1,586","9,854",0,0,"2,356","19,281",0,"1,715","52,239","22,91,28,167","4,65,90,964","3,51,32,343","8,21,31,365",0,0,"4,53,922","6,98,16,895",0,"25,84,374","46,58,38,030","5,61,17,207","1,62,36,736","72,55,081","4,81,70,318",0,0,"23,00,607","4,96,50,915",0,"2,16,89,250","20,14,20,114","14,26,529","24,16,26,538","4,66,93,331","3,55,06,839","11,29,17,257",0,0,0,"13,76,271","7,61,79,316",0,"1,88,65,234",0,0,0,"1,17,37,139","54,63,28,454",0,0,0,0,0,"3,96,34,776","1,52,63,565","65,89,711","1,65,69,385",0,0,"11,33,892","4,07,83,835",0,"9,54,526","12,09,29,690","50,94,174","12,01,97,505",0,"3,29,312",0,0,0,0,"52,87,062","20,61,70,126",0,0,0,0,0,0,0,0,0,0,0,0,0
106164029,ADVENTIST HEALTH HANFORD,20181,01-01-2018,03/31/2018,Open,Kings,9,615,Church,Comparable,Teaching,559-582-9000,115 MALL DRIVE,HANFORD,93230,WAYNE FERCH,230,230,137,925,217,207,885,0,0,157,410,2,54,"2,857",0,"5,055","1,196",868,"3,037",0,0,470,"1,451",15,162,"12,254",0,"14,938","2,098","3,763","29,964",0,0,"4,794","15,543",10,"2,639","73,749","4,62,52,228","1,05,41,571","75,20,104","3,16,89,954",0,0,"41,58,952","1,58,03,416","1,38,349","18,12,129","11,79,16,703","3,44,80,327","68,07,414","98,07,465","7,32,42,133",0,0,"99,27,747","3,48,39,085","36,185","80,05,264","17,71,45,620","53,70,008","6,46,08,643","1,37,82,464","1,15,37,869","8,03,76,167","-13,78,254",0,0,"80,56,974","2,34,83,037",0,"25,27,629",0,0,0,"78,68,888","21,62,33,425",0,"44,82,808",0,0,"44,82,808","1,47,61,494","27,60,395","81,31,898","2,93,50,602",0,0,"25,72,068","2,45,44,142","1,035","11,90,072","8,33,11,706","6,43,217","7,11,34,129",0,"-20,13,140",0,0,0,0,"34,72,654","19,06,48,824",0,0,0,0,0,0,0,0,0,0,0,0,0
106234038,ADVENTIST HEALTH HOWARD MEMORIAL,20181,01-01-2018,03/31/2018,Open,Mendocino,1,112,Non Profit Corp.,Comparable,,707-459-6801,1 MARCELA DRIVE,WILLITS,95490,JASON WELLS,25,25,25,227,20,24,89,0,0,9,63,0,5,437,0,"1,062",89,69,368,0,0,29,259,0,25,"1,901",0,"5,185",454,249,"3,914",0,0,325,"3,475",0,401,"14,003","1,42,28,633","12,75,016","10,69,710","51,66,933",0,0,"5,68,742","45,06,225",0,"2,75,975","2,70,91,234","70,31,949","7,04,872","6,80,885","65,96,066",0,0,"5,11,589","44,72,449",0,"6,35,187","2,06,32,997","4,10,961","1,36,65,242","10,76,798","13,86,405","93,31,431",0,0,0,"1,35,388","39,10,953",0,"7,52,355",0,0,0,"10,96,206","3,17,65,739",0,"12,61,838",0,0,"12,61,838","72,77,729","8,25,099","6,594","36,45,368",0,0,"8,65,855","46,50,356",0,"-50,671","1,72,20,330","5,20,512","1,61,21,832",0,"4,02,667",0,0,0,0,"64,294","5,99,12,413",0,0,0,0,0,0,0,0,0,0,0,0,0
106390923,ADVENTIST HEALTH LODI MEMORIAL,20181,01-01-2018,03/31/2018,Open,San Joaquin,6,505,Non Profit Corp.,Comparable,,209-334-3411,975 SOUTH FAIRMONT AVENUE,LODI,95240,DANIEL WOLCOTT,190,190,117,"1,175",227,179,608,0,0,52,376,1,24,"2,642",0,"4,865","1,000",757,"2,419",0,0,183,"1,097",21,82,"10,424",0,"21,506","3,387","3,978","28,139",0,0,"3,680","14,840",18,"1,772","77,320","12,13,01,596","2,28,73,531","1,62,55,095","5,39,43,872",0,0,"47,02,005","2,95,89,565","9,69,578","21,77,280","25,18,12,522","4,23,02,648","1,05,67,253","97,48,994","5,72,30,293",0,0,"57,84,197","3,53,47,069","74,529","53,81,592","16,64,36,575","17,38,012","14,52,39,766","2,89,85,177","2,10,90,952","9,30,28,482",0,0,0,"1,19,14,578","4,19,62,754",0,"21,37,865",0,0,0,"83,08,099","35,44,05,685",0,"4,93,096",0,0,"4,93,096","1,98,55,515","36,43,575","37,88,510","1,33,81,312",0,0,"17,68,439","2,15,16,356","23,864","3,58,937","6,43,36,508","9,79,552","6,03,30,425",0,"-41,31,923",0,0,0,0,"4,34,127","14,35,61,412",0,0,0,0,0,0,0,0,0,0,0,0,0
106100797,ADVENTIST HEALTH REEDLEY,20181,01-01-2018,03/31/2018,Open,Fresno,9,607,District,Comparable,Teaching,559-582-9000,372 WEST CYPRESS AVENUE,REEDLEY,93654,WAYNE FERCH,49,49,17,55,13,76,239,0,0,3,54,0,8,448,0,264,45,204,536,0,0,8,100,0,42,"1,199",0,"20,707","3,882","14,223","98,433",0,0,"1,466","21,085",307,"6,784","1,66,887","17,79,727","3,71,428","15,82,033","47,46,788",0,0,"59,378","10,21,871",0,"2,64,916","98,26,141","88,44,778","14,44,114","68,83,408","3,87,07,240",0,0,"10,44,907","86,53,672","60,734","30,06,298","6,86,45,151","17,26,020","41,56,105","10,73,230","37,69,683","1,29,81,280","-9,09,317",0,0,"2,14,826","45,07,024",0,"12,02,010",0,0,0,"21,40,460","3,08,61,321",0,0,0,"5,42,093","5,42,093","34,63,395","4,94,904","59,81,264","3,13,45,297",0,0,"2,70,317","57,90,062","8,872","7,97,953","4,81,52,064","9,95,314","4,10,32,934",0,"1,66,873",0,0,0,0,"12,17,923","2,11,06,421",0,0,0,0,0,0,0,0,0,0,0,0,0
106560525,ADVENTIST HEALTH SIMI VALLEY,20181,01-01-2018,03/31/2018,Open,Ventura,10,813,Church,Comparable,,805-955-6000,2975 SYCAMORE DRIVE,SIMI VALLEY,93065,JENNIFER SWENSON,144,85,85,683,222,42,214,0,0,29,487,0,51,"1,728",0,"3,521",967,202,893,0,0,70,"1,763",0,216,"7,632",0,"6,233",834,475,"3,768",0,0,"2,990","9,698",0,730,"24,728","5,46,27,582","1,69,71,070","38,98,183","1,30,13,230",0,0,"9,84,162","2,71,46,584",0,"19,72,280","11,86,13,091","1,61,61,385","52,09,156","28,79,079","1,45,85,503",0,0,"10,11,948","2,75,88,173",0,"21,77,783","6,96,13,027","1,43,443","5,76,88,583","1,44,32,393","39,37,342","2,91,33,277",0,0,0,"16,10,485","3,43,89,760",0,"16,85,564",0,0,0,"48,96,490","14,79,17,337",0,0,0,0,0,"1,24,84,904","75,44,893","27,97,744","-15,60,489",0,0,"1,00,976","1,89,55,731",0,"-14,978","4,03,08,781","3,72,089","3,88,71,675",0,"1,13,289",0,0,0,0,0,"12,92,59,482",0,0,0,0,0,0,0,0,0,0,0,0,0
106554011,ADVENTIST HEALTH SONORA - GREENLEY,20181,01-01-2018,03/31/2018,Open,Tuolumne,6,513,Church,Comparable,Teaching,209-536-5000,1000 GREENLEY ROAD,SONORA,95370,MICHELLE FUENTES,152,152,120,650,50,45,175,0,0,33,173,0,9,"1,135",19,"2,967",275,"5,990",697,0,0,219,511,0,27,"10,686","5,967","50,804","2,455","4,729","17,094",0,0,"6,678","27,246",10,"2,414","1,11,430","4,98,86,697","44,87,473","52,03,783","1,46,31,938",0,0,"27,80,824","1,17,82,725",0,"6,41,620","8,94,15,060","8,54,86,742","44,80,258","38,53,680","2,38,77,255",0,0,"80,04,016","3,68,68,231","12,840","23,13,602","16,48,96,624","8,67,152","10,70,83,324","74,24,867","29,15,002","3,14,06,404",0,0,0,"52,09,788","2,74,54,031",0,"19,59,950",0,0,0,"53,40,882","18,96,61,400",0,0,0,0,0,"2,52,50,609","14,39,345","74,06,629","72,18,044",0,0,"28,32,296","1,98,59,008","1,609","6,42,744","6,46,50,284","3,47,290","6,01,44,588",0,"5,66,231",0,0,0,0,"72,88,063","8,74,01,085",0,0,0,0,0,0,0,0,0,0,0,0,0
