FAC_NO,FAC_NAME,YEAR_QTR,BEG_DATE,END_DATE,OP_STATUS,COUNTY_NAME,HSA,HFPA,TYPE_CNTRL,TYPE_HOSP,TEACH_RURL,PHONE,ADDRESS,CITY,ZIP_CODE,CEO,LIC_BEDS,AVL_BEDS,STF_BEDS,DIS_MCAR,DIS_MCAR_MC,DIS_MCAL,DIS_MCAL_MC,DIS_CNTY,DIS_CNTY_MC,DIS_THRD,DIS_THRD_MC,DIS_INDGNT,DIS_OTH,DIS_TOT,DIS_LTC,DAY_MCAR,DAY_MCAR_MC,DAY_MCAL,DAY_MCAL_MC,DAY_CNTY,DAY_CNTY_MC,DAY_THRD,DAY_THRD_MC,DAY_INDGNT,DAY_OTH,DAY_TOT,DAY_LTC,VIS_MCAR,VIS_MCAR_MC,VIS_MCAL,VIS_MCAL_MC,VIS_CNTY,VIS_CNTY_MC,VIS_THRD,VIS_THRD_MC,VIS_INDGNT,VIS_OTH,VIS_TOT,GRIP_MCAR,GRIP_MCAR_MC,GRIP_MCAL,GRIP_MCAL_MC,GRIP_CNTY,GRIP_CNTY_MC,GRIP_THRD,GRIP_THRD_MC,GRIP_INDGNT,GRIP_OTH,GRIP_TOT,GROP_MCAR,GROP_MCAR_MC,GROP_MCAL,GROP_MCAL_MC,GROP_CNTY,GROP_CNTY_MC,GROP_THRD,GROP_THRD_MC,GROP_INDGNT,GROP_OTH,GROP_TOT,BAD_DEBT,CADJ_MCAR,CADJ_MCAR_MC,CADJ_MCAL,CADJ_MCAL_MC,DISP_855,CADJ_CNTY,CADJ_CNTY_MC,CADJ_THRD,CADJ_THRD_MC,CHAR_HB,CHAR_OTH,SUB_INDGNT,TCH_ALLOW,TCH_SUPP,DED_OTH,DED_TOT,CAP_MCAR,CAP_MCAL,CAP_CNTY,CAP_THRD,CAP_TOT,NET_MCAR,NET_MCAR_MC,NET_MCAL,NET_MCAL_MC,NET_CNTY,NET_CNTY_MC,NET_THRD,NET_THRD_MC,NET_INDGNT,NET_OTH,NET_TOT,OTH_OP_REV,TOT_OP_EXP,PHY_COMP,NONOP_REV,DIS_PIPS,DAY_PIPS,EXP_PIPS,EXP_POPS,CAP_EXP,FIX_ASSETS,DISP_TRNFR,DIS_TOT_CC,PAT_DAY_TOT_CC,TOT_OUT_VIS_CC,GROS_INPAT_REV_CC,GROS_OUTPAT_REV_CC,CONTR_ADJ_CC,OTHR_DEDUCT_CC,CAP_PREM_REV_CC,NET_PAT_REV_CC,QA_FEES,QA_SUPPL_PAY,MNGD_CARE_QA_PAY
106580996,ADVENTIST HEALTH AND RIDEOUT,20183,07-01-2018,09/30/2018,Open,Yuba,02 - Golden Empire,227,Non Profit Corp.,Comparable,,530-749-4663,726 FOURTH STREET,MARYSVILLE,95901,RICK RAWSON,221,221,137,"1,265",20,280,776,0,0,519,0,16,11,"2,887",0,"6,545",137,"1,044","2,851",0,0,"1,868",0,76,51,"12,572",0,"21,325",413,"2,474","13,590",2,0,"11,781",0,128,"1,778","51,491","10,10,27,905","26,21,634","1,57,84,632","4,25,38,376",0,0,"3,42,01,760",0,"4,89,248","3,23,042","19,69,86,597","6,18,89,963","11,99,962","71,79,433","3,94,41,659","4,440",0,"3,41,91,456",0,"3,71,152","51,59,340","14,94,37,405","37,86,163","13,21,11,657","31,00,458","97,10,053","6,69,63,181","-3,871","3,759",0,"3,47,90,191",0,0,"8,60,400",0,0,0,0,"25,13,21,991",0,0,0,0,0,"3,08,06,210","7,21,138","1,32,57,883","1,50,16,854",681,0,"2,98,16,862",0,0,"54,82,383","9,51,02,011","11,01,327","9,70,30,813","1,22,61,673","3,17,456",0,0,0,0,"2,66,551","35,21,24,852",0,0,0,0,0,0,0,0,0,0,"1,30,04,738","1,06,84,693","23,20,045"
106150788,ADVENTIST HEALTH BAKERSFIELD,20183,07-01-2018,09/30/2018,Open,Kern,09 - Central,617,Non Profit Corp.,Comparable,,661-395-3000,2615 CHESTER AVENUE,BAKERSFIELD,93301,SHARLET BRIGGS,254,254,175,902,708,220,"1,068",0,0,217,"1,130",0,57,"4,302",0,"3,971","2,739",731,"3,674",0,0,843,"3,620",0,177,"15,755",0,"10,516","3,513","1,673","11,798",0,0,"2,343","17,092",0,"2,463","49,398","7,67,41,803","6,01,08,371","1,31,52,901","6,23,69,151",0,0,"1,30,15,280","7,00,08,624",0,"26,14,863","29,80,10,993","4,53,45,995","3,11,41,581","60,44,645","4,75,00,623",0,0,"1,44,97,995","6,61,43,185",0,"50,87,287","21,57,61,311","1,99,345","10,14,70,337","7,76,26,096","1,93,34,271","8,70,04,157",0,0,0,"1,98,17,161","9,52,31,983",0,"32,82,335",0,0,0,"85,39,280","41,25,04,965",0,0,0,0,0,"1,92,15,283","1,32,23,512","-4,20,845","2,25,44,297",0,0,"61,81,865","3,96,15,541",0,"9,07,686","10,12,67,339","10,15,299","10,00,39,115",0,"7,24,026",0,0,0,0,"20,62,785","13,17,88,135",0,0,0,0,0,0,0,0,0,0,0,0,0
106171049,ADVENTIST HEALTH CLEARLAKE,20183,07-01-2018,09/30/2018,Open,Lake,01 - Northern California,115,Non Profit Corp.,Comparable,Rural,707-995-5820,15630 18TH AVENUE ,CLEARLAKE,95422,DAVID SANTOS,25,25,20,195,0,21,127,0,0,0,32,0,9,384,0,891,0,50,460,0,0,0,78,0,28,"1,507",0,"18,585",219,"5,103","18,324",0,0,"4,362","3,063",0,835,"50,491","97,09,692",0,"7,13,774","60,32,865",0,0,0,"11,10,832",0,"3,69,569","1,79,36,732","1,94,59,736","3,89,936","37,60,077","1,83,02,159",0,0,"3,99,846","61,37,589",0,"14,05,762","4,98,55,105","4,35,893","1,79,49,076","3,13,800","26,38,727","1,52,09,664","-1,30,500",0,0,"2,94,695","28,03,676",0,"18,65,579",0,0,0,"15,19,834","4,29,00,444",0,"22,51,253",0,0,"22,51,253","1,06,30,022","80,253","17,66,740","1,12,70,422",0,0,0,"34,57,948",0,"-62,739","2,71,42,646","13,76,341","2,53,03,686",0,"7,301",0,0,0,0,"13,39,654","3,22,89,832",0,0,0,0,0,0,0,0,0,0,0,0,0
106040875,ADVENTIST HEALTH FEATHER RIVER,20183,07-01-2018,09/30/2018,Open,Butte,01 - Northern California,220,Church,Comparable,,530-877-9361,5974 PENTZ ROAD,PARADISE,95969,MONTY KNITTEL,100,100,45,499,19,57,284,0,0,1,191,0,14,"1,065",0,"1,983",62,210,"1,051",0,0,3,463,0,45,"3,817",0,"33,800","1,028","5,608","22,244",0,0,"6,711","8,284",0,"1,201","78,876","6,00,10,236","19,52,372","46,43,945","2,60,67,432",0,0,"5,79,129","1,33,95,500",0,"17,09,021","10,83,57,635","9,45,19,032","42,76,738","64,21,714","5,19,41,145",0,0,"16,15,724","4,26,80,982",0,"40,65,034","20,55,20,369","7,80,740","13,84,05,709","64,32,396","79,67,850","6,20,84,332","-2,21,206",0,0,"10,45,232","3,80,34,036",0,"47,21,489",0,0,0,"46,40,564","26,38,91,142",0,0,0,0,0,"1,44,79,453",0,"26,06,739","1,62,00,319",0,0,"7,94,035","1,59,06,316",0,0,"4,99,86,862","50,78,761","5,55,33,401",0,"57,584",0,0,0,0,"10,50,977","5,37,26,654",0,0,0,0,0,0,0,0,0,0,0,0,0
106190323,ADVENTIST HEALTH GLENDALE,20183,07-01-2018,09/30/2018,Open,Los Angeles,11 - Los Angeles,909,Church,Comparable,,818-409-8000,1509 WILSON TERRACE,GLENDALE,91206,KEVIN ROBERTS,515,492,278,"1,998",399,355,862,0,0,78,804,0,98,"4,594",0,"11,936","1,693","2,535","3,257",0,0,389,"3,172",0,353,"23,335",0,"15,540","2,541","1,628","9,684",0,0,"2,161","18,571",0,"1,721","51,846","19,79,84,967","4,37,21,824","3,18,28,617","6,95,91,306",0,0,"20,40,839","5,35,73,041",0,"17,66,160","40,05,06,754","6,30,05,833","1,93,66,209","80,48,780","5,58,55,072",0,0,"34,76,429","5,81,19,546",0,"1,26,66,969","22,05,38,838","5,94,024","22,55,85,302","5,09,15,781","3,76,23,514","9,02,16,292",0,0,0,"21,26,905","8,10,47,160",0,"99,98,684",0,0,0,"1,18,50,651","50,99,58,313",0,0,0,0,0,"3,39,44,973","1,17,49,340","19,33,364","3,13,24,484",0,0,"29,72,391","2,90,79,778",0,"82,949","11,10,87,279","50,93,721","11,59,15,968",0,"25,74,816",0,0,0,0,"10,96,804","19,97,61,485",0,0,0,0,0,0,0,0,0,0,0,0,0
106164029,ADVENTIST HEALTH HANFORD,20183,07-01-2018,09/30/2018,Open,Kings,09 - Central,615,Church,Comparable,Rural,559-582-9000,115 MALL DRIVE,HANFORD,93230,WAYNE FERCH,230,230,117,775,156,212,913,0,0,160,431,1,47,"2,695",0,"3,757",827,691,"3,059",0,0,458,"1,456",2,172,"10,422",0,"14,749","2,370","3,416","27,035",0,0,"5,062","15,819",16,"2,159","70,626","3,59,57,257","73,70,765","59,18,123","3,15,40,001",0,0,"47,53,366","1,44,58,384","14,114","13,89,847","10,14,01,857","3,51,03,602","72,31,137","91,63,240","7,22,15,653",0,0,"1,21,38,089","3,54,39,351","52,644","69,14,686","17,82,58,402","14,46,324","5,11,93,806","1,06,35,856","1,01,05,453","7,71,06,463","-12,36,555",0,0,"1,11,08,811","2,44,56,275",0,"33,11,241",0,0,0,"1,72,48,114","20,53,75,788",0,"40,98,579",0,0,"40,98,579","1,35,89,385","22,40,409","72,27,125","2,80,06,261",0,0,"28,87,024","2,36,68,323","1,631","7,62,892","7,83,83,050","15,58,643","7,25,16,220",0,"-16,32,354",0,0,0,0,"45,64,584","19,50,55,673",0,0,0,0,0,0,0,0,0,0,0,0,0
106234038,ADVENTIST HEALTH HOWARD MEMORIAL,20183,07-01-2018,09/30/2018,Open,Mendocino,01 - Northern California,112,Non Profit Corp.,Comparable,,707-459-6801,1 MARCELA DRIVE,WILLITS,95490,JASON WELLS,25,25,22,212,13,17,80,0,0,12,52,0,9,395,0,879,52,81,408,0,0,56,192,0,18,"1,686",0,"4,996",454,156,"3,889",0,0,913,"2,569",0,475,"13,452","1,35,98,971","7,62,562","11,84,505","50,96,753",0,0,"8,14,069","35,75,301",0,"3,90,380","2,54,22,541","67,76,603","8,09,485","5,21,371","73,04,999",0,0,"5,67,668","40,28,380",0,"8,80,926","2,08,89,432","-1,26,780","1,56,10,762","9,89,438","19,28,354","75,55,589",0,0,0,"2,82,783","35,37,832",0,"10,30,864",0,0,0,"8,97,643","3,17,06,485",0,"12,14,275",0,0,"12,14,275","44,92,413","6,11,281","-2,72,566","60,20,183",0,0,"10,64,778","38,78,204",0,"25,470","1,58,19,763","6,54,819","1,65,12,083",0,"5,08,022",0,0,0,0,"1,85,701","5,76,29,212",0,0,0,0,0,0,0,0,0,0,0,0,0
106390923,ADVENTIST HEALTH LODI MEMORIAL,20183,07-01-2018,09/30/2018,Open,San Joaquin,06 - North San Joaquin,505,Non Profit Corp.,Comparable,,209-334-3411,975 SOUTH FAIRMONT AVENUE,LODI,95240,DANIEL WOLCOTT,190,190,90,904,169,143,512,0,0,36,339,0,39,"2,142",0,"3,715",639,584,"1,765",0,0,128,954,0,131,"7,916",0,"21,078","3,069","3,277","23,506",0,0,"4,226","14,045",103,"1,441","70,745","9,11,15,896","1,60,98,140","1,27,22,564","3,75,55,102",0,0,"33,45,433","2,37,51,394",0,"29,30,108","18,75,18,637","4,24,41,577","85,05,704","97,33,566","4,96,86,906",0,0,"64,10,798","3,22,27,488","27,428","51,19,360","15,41,52,827","3,69,964","11,90,91,843","2,12,90,008","1,90,49,819","7,43,69,491",0,0,0,"56,44,633","3,21,98,237",0,"17,32,071",0,0,0,"96,20,575","28,33,66,641",0,"5,86,065",0,0,"5,86,065","1,73,93,273","28,55,516","37,99,217","1,35,82,591",0,0,"18,71,346","1,89,93,886",141,"3,94,918","5,88,90,888","8,06,822","5,72,79,121",0,"-34,00,910",0,0,0,0,"24,21,600","12,81,57,923",0,0,0,0,0,0,0,0,0,0,0,0,0
106100797,ADVENTIST HEALTH REEDLEY,20183,07-01-2018,09/30/2018,Open,Fresno,09 - Central,607,District,Comparable,Rural,559-582-9000,372 WEST CYPRESS AVENUE,REEDLEY,93654,WAYNE FERCH,49,49,16,51,7,83,258,0,0,4,65,0,8,476,0,194,18,159,559,0,0,8,169,0,14,"1,121",0,"20,001","3,422","13,933","85,128",0,0,"1,582","17,910","2,691","3,837","1,48,504","14,59,403","1,57,060","16,46,398","49,98,796",0,0,"71,366","14,50,333",0,"1,51,544","99,34,900","88,31,375","16,98,381","66,25,756","3,57,79,164",0,0,"14,53,124","80,94,799","4,41,323","27,15,155","6,56,39,077","16,83,031","13,55,814","12,02,019","33,56,519","1,53,54,805","-9,11,416",0,0,"5,73,833","43,41,301",0,"10,08,306",0,0,0,"61,52,041","3,41,16,253",0,0,0,"4,91,969","4,91,969","42,03,877","5,59,738","55,70,566","2,57,14,347",0,0,"4,48,760","49,64,447","82,136","4,05,822","4,19,49,693","20,53,966","4,06,05,962",0,"2,95,742",0,0,0,0,"14,05,111","2,14,34,859",0,0,0,0,0,0,0,0,0,0,0,0,0
106560525,ADVENTIST HEALTH SIMI VALLEY,20183,07-01-2018,09/30/2018,Open,Ventura,10 - Santa Barbara/Ventura,813,Church,Comparable,,805-955-6000,2975 SYCAMORE DRIVE,SIMI VALLEY,93065,JENNIFER SWENSON,144,85,69,585,159,64,228,0,0,23,434,0,40,"1,533",0,"2,698",649,258,811,0,0,121,"1,297",0,105,"5,939",0,"5,857","1,093",439,"3,314",0,0,"2,849","9,056",0,665,"23,273","4,21,08,686","1,17,56,604","57,99,399","1,01,19,053",0,0,"16,56,152","2,01,79,937",0,"4,66,533","9,20,86,364","1,38,76,972","53,85,181","27,93,042","1,38,32,562",0,0,"10,39,183","2,64,87,252",0,"21,81,081","6,55,95,273","3,96,246","4,62,96,360","1,35,68,329","93,32,926","1,65,19,929",0,0,0,"14,91,029","3,09,90,396",0,"18,61,153",0,0,0,"32,17,943","12,36,74,311",0,0,0,0,0,"88,59,904","34,17,245","-6,25,235","74,76,664",0,0,"8,12,009","1,43,81,666",0,"-3,14,927","3,40,07,326","4,05,425","3,91,95,578",0,"1,28,498",0,0,0,0,"10,90,898","12,76,71,689",0,0,0,0,0,0,0,0,0,0,0,0,0
