FAC_NO,FAC_NAME,YEAR_QTR,BEG_DATE,END_DATE,OP_STATUS,COUNTY_NAME,HSA,HFPA,TYPE_CNTRL,TYPE_HOSP,TEACH_RURL,PHONE,ADDRESS,CITY,ZIP_CODE,CEO,LIC_BEDS,AVL_BEDS,STF_BEDS,DIS_MCAR,DIS_MCAR_MC,DIS_MCAL,DIS_MCAL_MC,DIS_CNTY,DIS_CNTY_MC,DIS_THRD,DIS_THRD_MC,DIS_INDGNT,DIS_OTH,DIS_TOT,DIS_LTC,DAY_MCAR,DAY_MCAR_MC,DAY_MCAL,DAY_MCAL_MC,DAY_CNTY,DAY_CNTY_MC,DAY_THRD,DAY_THRD_MC,DAY_INDGNT,DAY_OTH,DAY_TOT,DAY_LTC,VIS_MCAR,VIS_MCAR_MC,VIS_MCAL,VIS_MCAL_MC,VIS_CNTY,VIS_CNTY_MC,VIS_THRD,VIS_THRD_MC,VIS_INDGNT,VIS_OTH,VIS_TOT,GRIP_MCAR,GRIP_MCAR_MC,GRIP_MCAL,GRIP_MCAL_MC,GRIP_CNTY,GRIP_CNTY_MC,GRIP_THRD,GRIP_THRD_MC,GRIP_INDGNT,GRIP_OTH,GRIP_TOT,GROP_MCAR,GROP_MCAR_MC,GROP_MCAL,GROP_MCAL_MC,GROP_CNTY,GROP_CNTY_MC,GROP_THRD,GROP_THRD_MC,GROP_INDGNT,GROP_OTH,GROP_TOT,BAD_DEBT,CADJ_MCAR,CADJ_MCAR_MC,CADJ_MCAL,CADJ_MCAL_MC,DISP_855,CADJ_CNTY,CADJ_CNTY_MC,CADJ_THRD,CADJ_THRD_MC,CHAR_HB,CHAR_OTH,SUB_INDGNT,TCH_ALLOW,TCH_SUPP,DED_OTH,DED_TOT,CAP_MCAR,CAP_MCAL,CAP_CNTY,CAP_THRD,CAP_TOT,NET_MCAR,NET_MCAR_MC,NET_MCAL,NET_MCAL_MC,NET_CNTY,NET_CNTY_MC,NET_THRD,NET_THRD_MC,NET_INDGNT,NET_OTH,NET_TOT,OTH_OP_REV,TOT_OP_EXP,PHY_COMP,NONOP_REV,DIS_PIPS,DAY_PIPS,EXP_PIPS,EXP_POPS,CAP_EXP,FIX_ASSETS,DISP_TRNFR,DIS_TOT_CC,PAT_DAY_TOT_CC,TOT_OUT_VIS_CC,GROS_INPAT_REV_CC,GROS_OUTPAT_REV_CC,CONTR_ADJ_CC,OTHR_DEDUCT_CC,CAP_PREM_REV_CC,NET_PAT_REV_CC,QA_FEES,QA_SUPPL_PAY,MNGD_CARE_QA_PAY
106150788,ADVENTIST HEALTH BAKERSFIELD,20174,10-01-2017,12/31/2017,Open,Kern,9,617,Non Profit Corp.,Comparable,,661-395-3000,2615 CHESTER AVENUE,BAKERSFIELD,93301,SHARLET BRIGGS,254,254,185,887,765,199,"1,046",0,0,198,"1,170",0,70,"4,335",0,"4,003","3,050",761,"3,872",0,0,914,"3,747",0,267,"16,614",0,"9,776","3,643","1,306","11,632",0,0,"2,246","17,962",0,"2,158","48,723","7,13,63,118","6,08,54,375","1,44,11,053","5,73,75,871",0,0,"1,39,90,742","7,11,49,390",0,"33,07,155","29,24,51,704","3,52,10,808","2,88,91,174","58,71,109","3,99,46,555",0,0,"1,31,19,193","5,89,22,262",0,"41,97,975","18,61,59,076","22,72,704","8,80,51,161","7,34,21,577","1,78,83,664","5,26,59,594",0,0,0,"2,22,67,567","9,34,39,065",0,"33,75,466",0,0,0,"64,13,785","35,97,84,583",0,0,0,0,0,"1,80,33,505","1,59,96,768","22,36,458","4,43,73,536",0,0,"45,35,581","3,29,71,878",0,"6,78,471","11,88,26,197","11,81,367","10,17,57,921",0,"8,37,982",0,0,0,0,"14,94,309","13,72,23,161",0,0,0,0,0,0,0,0,0,0,0,0,0
106171049,ADVENTIST HEALTH CLEARLAKE,20174,10-01-2017,12/31/2017,Open,Lake,1,115,Non Profit Corp.,Comparable,Rural,707-995-5820,15630 18TH AVENUE ,CLEARLAKE,95422,DAVID SANTOS,25,25,20,195,4,17,112,0,0,15,20,0,5,368,0,868,11,38,447,0,0,63,62,0,8,"1,497",0,"18,850",236,"6,102","20,417",0,0,"5,841","2,733",0,924,"55,103","91,08,603","4,01,527","4,58,182","51,72,868",0,0,"7,45,016","8,35,281",0,"1,54,674","1,68,76,151","1,69,93,939","3,37,344","33,88,635","1,54,61,946",0,0,"13,77,158","55,39,582",0,"10,14,594","4,41,13,198","8,37,648","1,46,36,391","5,79,208","24,02,057","1,42,38,831","4,46,943",0,0,"3,43,536","42,05,989",0,"21,26,830",0,0,0,"11,87,033","4,10,04,466",0,"33,54,996",0,0,"33,54,996","98,42,914","1,45,722","14,00,652","88,90,055",0,0,"78,938","38,70,071",0,"-8,88,473","2,33,39,879","12,69,975","2,16,13,570",0,"21,280",0,0,0,0,"12,24,819","3,18,42,591",0,0,0,0,0,0,0,0,0,0,0,0,0
106040875,ADVENTIST HEALTH FEATHER RIVER,20174,10-01-2017,12/31/2017,Open,Butte,1,220,Church,Comparable,,530-877-9361,5974 PENTZ ROAD,PARADISE,95969,MONTY KNITTEL,100,100,51,617,28,47,288,0,0,12,160,0,25,"1,177",0,"2,588",112,178,880,0,0,27,455,0,61,"4,301",0,"43,568","1,420","8,061","27,051",0,0,"1,536","15,412",0,"1,333","98,381","6,76,22,023","28,19,880","44,41,575","2,05,72,218",0,0,"2,43,598","1,41,58,556",0,"12,05,706","11,10,63,556","9,36,61,341","42,26,744","69,30,263","4,83,59,752",0,0,"13,37,201","4,16,49,982",0,"31,31,743","19,92,97,026","16,71,586","14,00,43,971","64,53,618","98,39,806","4,78,31,823","-55,561",0,0,"9,85,992","4,03,31,353",0,"36,65,330",0,0,0,"59,69,731","25,67,37,649",0,0,0,0,0,"1,92,81,147","4,84,383","13,21,065","2,05,48,740",0,0,"43,201","1,26,95,126",0,"-7,50,729","5,36,22,933","49,99,673","5,25,16,178",0,"75,243",0,0,0,0,"6,00,686","5,54,96,213",0,0,0,0,0,0,0,0,0,0,0,0,0
106190323,ADVENTIST HEALTH GLENDALE,20174,10-01-2017,12/31/2017,Open,Los Angeles,11,909,Church,Comparable,,818-409-8000,1509 WILSON TERRACE,GLENDALE,91206,KEVIN ROBERTS,515,462,258,"2,087",416,351,857,0,0,72,"1,063",0,143,"4,989",0,"11,732","1,666","2,161","3,075",0,0,302,"3,898",0,513,"23,347",0,"15,308","1,797","1,257","9,199",0,0,"3,091","18,033",0,"1,539","50,224","19,25,01,958","3,71,31,928","3,16,21,277","7,13,49,447",0,0,"21,88,511","6,36,51,555",0,"18,16,942","40,02,61,618","4,78,68,105","1,27,41,879","60,64,401","4,57,66,658",0,0,"20,34,365","5,08,28,732",0,"1,34,39,358","17,87,43,498","13,53,024","19,57,36,244","3,96,47,374","3,39,34,687","8,21,84,741",0,0,0,"21,38,526","5,26,46,291",0,"29,60,341",0,0,0,"1,31,15,679","42,37,16,907",0,0,0,0,0,"3,88,04,853","90,13,132","37,05,832","3,43,69,691",0,0,"15,04,194","5,91,14,403",0,"87,76,104","15,52,88,209","29,35,654","11,21,45,651",0,"1,77,146",0,0,0,0,"23,13,385","20,51,18,797",0,0,0,0,0,0,0,0,0,0,0,0,0
106164029,ADVENTIST HEALTH HANFORD,20174,10-01-2017,12/31/2017,Open,Kings,9,615,Church,Comparable,Rural,559-582-9000,115 MALL DRIVE,HANFORD,93230,WAYNE FERCH,230,230,122,904,153,203,882,0,0,151,377,2,85,"2,757",0,"4,584",678,780,"2,940",0,0,447,"1,153",2,300,"10,884",0,"13,805","2,032","3,511","28,941",0,0,"4,537","15,450",16,"2,842","71,134","3,98,10,356","64,58,934","61,61,904","2,95,03,443",0,0,"40,68,300","1,15,71,065","25,619","24,53,459","10,00,53,080","3,07,39,682","64,17,684","80,76,606","6,81,14,587",0,0,"1,01,42,611","3,37,77,390","49,311","82,13,491","16,55,31,362","74,38,010","6,40,11,090","1,09,34,754","1,34,22,518","5,58,41,578","-5,00,703",0,0,"84,36,734","2,08,56,183",0,"26,01,162",0,0,0,"1,08,40,275","19,38,81,601",0,"40,02,842",0,0,"40,02,842","1,39,73,438","21,52,418","1,35,76,339","1,91,88,628",0,0,"28,11,770","2,30,31,345","3,582","9,68,163","7,57,05,683","6,59,085","7,30,36,977",0,"-27,62,995",0,0,0,0,"29,21,916","19,22,03,815",0,0,0,0,0,0,0,0,0,0,0,0,0
106234038,ADVENTIST HEALTH HOWARD MEMORIAL,20174,10-01-2017,12/31/2017,Open,Mendocino,1,112,Non Profit Corp.,Comparable,,707-459-6801,1 MARCELA DRIVE,WILLITS,95490,JASON WELLS,25,25,23,248,28,16,67,0,0,14,62,0,13,448,0,987,95,71,259,0,0,63,197,0,38,"1,710",0,"4,770",429,178,"3,566",0,0,310,"3,417",0,497,"13,167","1,36,24,482","12,62,162","8,83,113","39,44,627",0,0,"2,25,401","38,73,953",0,"5,90,569","2,44,04,307","61,50,104","4,92,621","5,49,796","54,86,013",0,0,"2,59,371","49,09,870",0,"8,17,414","1,86,65,189","9,09,831","1,24,24,484","12,20,226","8,66,212","97,26,042",0,0,0,"2,97,779","35,66,538",0,"9,34,900",0,0,0,"10,65,567","3,10,11,579",0,"14,47,009",0,0,"14,47,009","70,86,385","4,77,180","5,50,284","8,07,498",0,0,"71,026","45,17,287",0,"-4,734","1,35,04,926","5,68,803","1,28,23,221",0,"4,15,970",0,0,0,0,0,"6,11,36,675",0,0,0,0,0,0,0,0,0,0,0,0,0
106390923,ADVENTIST HEALTH LODI MEMORIAL,20174,10-01-2017,12/31/2017,Open,San Joaquin,6,505,Non Profit Corp.,Comparable,,209-334-3411,975 SOUTH FAIRMONT AVENUE,LODI,95240,DANIEL WOLCOTT,190,190,101,"1,037",206,171,539,0,0,42,353,3,38,"2,389",0,"4,146",896,603,"1,933",0,0,161,"1,075",6,122,"8,942",0,"20,774","3,361","3,752","25,150",0,0,"4,710","14,130",114,"1,374","73,365","10,28,78,214","2,09,49,872","1,34,11,150","4,44,50,964",0,0,"52,03,980","3,01,85,051","2,31,866","30,19,848","22,03,30,945","4,13,43,700","85,84,396","76,94,154","4,69,18,591",0,0,"62,33,552","3,38,47,035","1,53,087","50,39,825","14,98,14,340","54,81,324","14,64,34,384","2,53,17,532","1,53,20,317","5,78,41,858",0,0,0,"75,03,312","4,31,01,325",0,"19,84,076",0,0,0,"87,75,595","31,17,59,723",0,"5,18,139",0,0,"5,18,139","1,38,93,937","29,81,248","1,03,11,096","1,30,34,169",0,0,"17,03,911","1,67,94,834","1,051","1,83,455","5,89,03,701","4,24,765","5,47,39,688",0,"-29,87,392",0,0,0,0,"3,97,676","13,57,70,978",0,0,0,0,0,0,0,0,0,0,0,0,0
106100797,ADVENTIST HEALTH REEDLEY,20174,10-01-2017,12/31/2017,Open,Fresno,9,607,District,Comparable,Rural,559-582-9000,372 WEST CYPRESS AVENUE,REEDLEY,93654,WAYNE FERCH,49,49,15,46,7,63,260,0,0,1,62,0,8,447,0,204,23,142,506,0,0,1,142,0,16,"1,034",0,"19,868","4,040","14,006","91,659",0,0,"1,400","19,247","3,539","2,894","1,56,653","15,34,647","1,53,064","12,22,415","43,98,407",0,0,"8,657","11,67,613",0,"1,53,470","86,38,273","84,62,781","15,46,207","60,62,832","3,49,88,813",0,0,"11,06,906","77,43,132","6,01,050","22,91,282","6,28,03,003","9,21,316","49,20,055","10,04,291","1,18,17,451","40,16,484","-23,55,983",0,0,"-5,629","34,33,285",0,"13,88,496",0,0,0,"26,88,990","2,78,28,756",0,0,0,"1,55,462","1,55,462","40,67,413","3,92,927","19,96,570","3,28,52,847",0,0,"2,80,959","37,43,004","1,01,784","3,32,478","4,37,67,982","9,86,527","3,64,32,935",0,"3,14,387",0,0,0,0,"3,59,595","2,17,35,162",0,0,0,0,0,0,0,0,0,0,0,0,0
106560525,ADVENTIST HEALTH SIMI VALLEY,20174,10-01-2017,12/31/2017,Open,Ventura,10,813,Church,Comparable,,805-955-6000,2975 SYCAMORE DRIVE,SIMI VALLEY,93065,JENNIFER SWENSON,144,85,74,666,176,45,244,0,0,31,520,0,42,"1,724",0,"2,845",674,152,842,0,0,99,"1,734",0,124,"6,470",0,"5,838",760,427,"3,512",0,0,"2,692","10,032",0,749,"24,010","4,51,64,367","1,16,54,673","29,67,630","1,16,86,044",0,0,"11,59,441","2,60,84,904",0,"3,34,815","9,90,51,874","1,39,24,573","55,01,097","27,32,854","1,30,91,342",0,0,"9,93,153","2,96,94,081",0,"24,52,187","6,83,89,287","11,05,470","4,69,59,193","1,19,70,047","41,01,945","2,46,78,197",0,0,0,"8,83,661","3,51,42,772",0,"16,71,997",0,0,0,"57,92,787","13,23,06,069",0,0,0,0,0,"1,00,97,716","51,07,520","15,87,979","1,44,809",0,0,"8,30,838","1,92,43,516",0,"-18,77,286","3,51,35,092","8,04,786","3,82,80,988",0,"1,54,685",0,0,0,0,"31,07,043","13,27,61,888",0,0,0,0,0,0,0,0,0,0,0,0,0
106554011,ADVENTIST HEALTH SONORA - GREENLEY,20174,10-01-2017,12/31/2017,Open,Tuolumne,6,513,Church,Comparable,Rural,209-536-5000,1000 GREENLEY ROAD,SONORA,95370,MICHELLE FUENTES,152,152,117,623,29,26,185,0,0,40,194,1,18,"1,116",25,"2,616",127,"5,983",699,0,0,261,696,1,20,"10,403","6,072","49,228","2,050","4,302","16,992",0,0,"6,985","26,407",23,"2,145","1,08,132","4,60,72,278","22,31,309","41,12,991","1,22,97,683",0,0,"39,86,169","1,47,88,267","1,21,652","2,51,794","8,38,62,143","7,90,05,882","38,21,085","42,03,507","2,29,05,408",0,0,"80,98,811","3,67,62,240","69,341","20,46,027","15,69,12,301","19,45,017","10,41,28,444","43,68,103","13,39,449","2,95,17,278",0,0,0,"60,05,578","2,61,44,096",0,"20,29,165",0,0,0,"44,78,410","17,99,55,540",0,0,0,0,0,"2,32,31,828","12,65,696","79,49,997","35,77,857",0,0,"34,07,562","2,09,70,954","2,930","4,12,080","6,08,18,904","20,51,373","5,47,17,601",0,"2,15,023",0,0,0,0,"1,00,85,538","8,45,44,054",0,0,0,0,0,0,0,0,0,0,0,0,0
