FAC_NO,FAC_NAME,YEAR_QTR,BEG_DATE,END_DATE,OP_STATUS,COUNTY_NAME,HSA,HFPA,TYPE_CNTRL,TYPE_HOSP,TEACH_RURL,PHONE,ADDRESS,CITY,ZIP_CODE,CEO,LIC_BEDS,AVL_BEDS,STF_BEDS,DIS_MCAR,DIS_MCAR_MC,DIS_MCAL,DIS_MCAL_MC,DIS_CNTY,DIS_CNTY_MC,DIS_THRD,DIS_THRD_MC,DIS_INDGNT,DIS_OTH,DIS_TOT,DIS_LTC,DAY_MCAR,DAY_MCAR_MC,DAY_MCAL,DAY_MCAL_MC,DAY_CNTY,DAY_CNTY_MC,DAY_THRD,DAY_THRD_MC,DAY_INDGNT,DAY_OTH,DAY_TOT,DAY_LTC,VIS_MCAR,VIS_MCAR_MC,VIS_MCAL,VIS_MCAL_MC,VIS_CNTY,VIS_CNTY_MC,VIS_THRD,VIS_THRD_MC,VIS_INDGNT,VIS_OTH,VIS_TOT,GRIP_MCAR,GRIP_MCAR_MC,GRIP_MCAL,GRIP_MCAL_MC,GRIP_CNTY,GRIP_CNTY_MC,GRIP_THRD,GRIP_THRD_MC,GRIP_INDGNT,GRIP_OTH,GRIP_TOT,GROP_MCAR,GROP_MCAR_MC,GROP_MCAL,GROP_MCAL_MC,GROP_CNTY,GROP_CNTY_MC,GROP_THRD,GROP_THRD_MC,GROP_INDGNT,GROP_OTH,GROP_TOT,BAD_DEBT,CADJ_MCAR,CADJ_MCAR_MC,CADJ_MCAL,CADJ_MCAL_MC,DISP_855,CADJ_CNTY,CADJ_CNTY_MC,CADJ_THRD,CADJ_THRD_MC,CHAR_HB,CHAR_OTH,SUB_INDGNT,TCH_ALLOW,TCH_SUPP,DED_OTH,DED_TOT,CAP_MCAR,CAP_MCAL,CAP_CNTY,CAP_THRD,CAP_TOT,NET_MCAR,NET_MCAR_MC,NET_MCAL,NET_MCAL_MC,NET_CNTY,NET_CNTY_MC,NET_THRD,NET_THRD_MC,NET_INDGNT,NET_OTH,NET_TOT,OTH_OP_REV,TOT_OP_EXP,PHY_COMP,NONOP_REV,DIS_PIPS,DAY_PIPS,EXP_PIPS,EXP_POPS,CAP_EXP,FIX_ASSETS,DISP_TRNFR,DIS_TOT_CC,PAT_DAY_TOT_CC,TOT_OUT_VIS_CC,GROS_INPAT_REV_CC,GROS_OUTPAT_REV_CC,CONTR_ADJ_CC,OTHR_DEDUCT_CC,CAP_PREM_REV_CC,NET_PAT_REV_CC,QA_FEES,QA_SUPPL_PAY,MNGD_CARE_QA_PAY
106150808,ADVENTIST HEALTH MEDICAL CENTER TEHACHAPI VALLEY,20164,10-01-2016,12/31/2016,Open,Kern,9,623,District,Comparable,Rural,(661) 823-3000,115 WEST E STREET,TEHACHAPI,93561,DAVID EASTMAN,25,24,24,12,1,6,1,0,0,1,1,0,0,22,0,32,1,16,2,0,0,3,2,0,0,56,0,"1,034",143,732,"4,070",0,0,214,428,0,467,"7,088","1,56,975","3,821","6,26,588","22,808",0,0,"1,00,384","22,905",0,"40,652","9,74,133","30,52,240","17,08,415","15,19,515","60,61,728",0,0,"6,14,382","36,68,254",0,"4,52,231","1,70,76,765","5,46,121","18,80,454","10,52,262","16,41,133","45,37,981",0,0,0,"3,75,171","19,78,506",0,"9,284",0,0,0,"3,51,427","1,23,72,339",0,0,0,0,0,"13,28,759","6,59,974","5,04,970","15,46,555",0,0,"3,39,594","17,12,653","-9,284","-4,04,662","56,78,559","1,95,280","60,10,219",0,"1,17,301",0,0,0,0,"36,236","11,33,018",0,0,0,0,0,0,0,0,0,0,0,0,0
106164029,ADVENTIST MEDICAL CENTER - HANFORD,20164,10-01-2016,12/31/2016,Open,Kings,9,615,Church,Comparable,Rural,(559) 582-9000,115 MALL DRIVE,HANFORD,93230,WAYNE FERCH,199,199,133,921,134,249,627,0,0,154,643,0,53,"2,781",0,"4,579",844,"1,025","2,620",0,0,560,"2,324",0,226,"12,178",0,"13,261","1,040","4,042","26,262",0,0,"3,213","16,833",0,"4,068","68,719","3,81,25,728","47,80,626","67,79,304","2,05,87,138",0,0,"38,19,243","1,49,80,929",0,"65,12,295","9,55,85,263","3,16,49,064","49,43,271","97,67,925","5,72,86,126",0,0,"1,13,37,533","3,27,14,268",0,"1,38,32,069","16,15,30,256","15,16,437","4,96,75,542","46,09,219","-61,79,082","6,95,69,787",0,0,0,"2,07,35,512","1,89,63,254",0,"73,80,542",0,0,0,"71,22,786","17,33,93,997",0,0,0,"13,423","13,423","2,00,99,250","51,14,678","2,27,26,310","83,03,477",0,0,"-55,78,736","2,87,45,366",0,"43,24,600","8,37,34,945","54,51,694","6,14,79,178",0,"46,87,142",0,0,0,0,"24,41,084","18,93,23,740",0,0,0,0,0,0,0,0,0,0,0,0,0
106100797,ADVENTIST MEDICAL CENTER - REEDLEY,20164,10-01-2016,12/31/2016,Open,Fresno,9,607,District,Comparable,Rural,(559) 582-9000,372 WEST CYPRESS AVENUE,REEDLEY,93654,WAYNE FERCH,49,49,19,50,11,94,251,0,0,7,61,0,2,476,0,208,41,334,870,0,0,27,189,0,10,"1,679",0,"8,212",393,"5,695","34,543",0,0,643,"9,686",0,"2,316","61,488","13,22,223","2,49,476","18,52,616","47,26,168",0,0,"1,55,198","10,98,104",0,"44,307","94,48,092","78,19,665","4,57,474","69,18,730","3,53,49,535",0,0,"10,13,609","74,70,876",0,"25,50,974","6,15,80,863","13,28,749","63,70,534","4,54,586","-1,54,33,712","2,92,81,634",0,0,0,"39,98,971","-29,74,460",0,"26,20,787",0,0,0,"14,70,960","2,71,18,049",0,0,0,"2,66,151","2,66,151","27,71,354","2,52,363","2,42,05,058","1,07,94,068",0,0,"-28,30,165","1,18,09,591",0,"-28,25,212","4,41,77,057","4,58,294","3,71,25,399",0,"16,27,117",0,0,0,0,"6,26,553","2,21,78,342",0,0,0,0,0,0,0,0,0,0,0,0,0
106301098,AHMC ANAHEIM REGIONAL MEDICAL CENTER,20164,10-01-2016,12/31/2016,Open,Orange,13,1012,Non Profit Other,Comparable,,(714) 999-5102,1111 WEST LA PALMA AVENUE,ANAHEIM,92801,RICHARD CASTRO,223,223,223,567,477,265,731,0,0,76,398,0,82,"2,596",0,"2,877","2,300","1,264","2,789",0,0,395,"1,476",0,340,"11,441",0,"2,013","1,651","1,603","4,806",0,0,355,"3,019",0,788,"14,235","5,66,58,764","5,21,37,360","1,71,66,928","4,77,23,902",0,0,"67,36,328","2,59,26,161",0,"32,59,482","20,96,08,925","1,93,63,555","2,91,74,675","76,05,389","3,23,33,879",0,0,"36,92,283","2,03,12,401",0,"24,72,653","11,49,54,835","25,14,181","6,59,22,224","7,12,59,771","2,08,84,082","5,83,76,419","-7,42,500",0,0,"75,89,937","3,43,44,062",0,0,0,0,0,"20,81,320","26,22,29,496",0,"26,46,382",0,0,"26,46,382","1,01,00,095","1,00,52,264","46,30,735","2,43,27,744",0,0,"28,38,674","1,18,94,500",0,"11,36,634","6,49,80,646","4,37,551","5,51,54,394",0,0,0,0,0,0,"2,68,084","59,14,096",0,0,0,0,0,0,0,0,0,0,0,0,0
106010735,ALAMEDA HOSPITAL,20164,10-01-2016,12/31/2016,Open,Alameda,5,417,Non Profit Corp.,Comparable,,(510) 437-4800,2070 CLINTON AVENUE,ALAMEDA,94501,DELVECCHIO FINLEY,251,247,247,305,41,70,90,0,4,12,63,0,11,596,0,"4,178",506,"12,198",471,0,18,40,620,0,421,"18,452",0,"2,021",245,206,"1,786",0,77,318,"1,480",1,"1,178","7,312","2,93,44,403","34,28,260","1,93,18,583","65,99,221",0,"1,52,472","7,83,490","45,80,837",0,"7,35,036","6,49,42,302","1,14,95,256","13,45,181","9,35,692","91,43,215",0,"13,10,476","10,68,173","57,76,648","32,684","14,33,213","3,25,40,538","16,27,271","3,38,16,906","37,93,592","1,72,85,840","1,11,78,399","-28,31,275",0,"14,62,948","15,49,178","73,14,127",0,"4,65,250",0,0,0,0,"7,56,62,236",0,0,"8,58,144",0,"8,58,144","70,22,753","9,79,849","57,99,710","45,64,037",0,"8,58,144","3,02,485","30,43,358",0,"1,08,412","2,26,78,748","2,21,625","1,88,59,779",0,"14,11,022",0,0,0,0,"13,25,868","64,02,332",0,0,0,0,0,0,0,0,0,0,0,0,0
106190017,ALHAMBRA HOSPITAL MEDICAL CENTER,20164,10-01-2016,12/31/2016,Open,Los Angeles,11,913,Investor - Ptnr.,Comparable,,(626) 570-1606,100 SOUTH RAYMOND AVENUE,ALHAMBRA,91801,IRIS LAI,144,144,144,380,268,50,520,0,0,5,101,1,10,"1,335",1,"2,592",981,946,"3,041",0,0,22,325,1,10,"7,918","2,384",958,571,493,"2,233",0,0,25,760,7,"1,314","6,361","3,32,09,775","1,56,61,680","74,38,123","3,21,62,148",0,0,"2,52,736","51,61,822","1,25,940","65,670","9,40,77,894","69,25,243","36,69,206","17,69,322","90,89,995",0,0,"2,34,984","54,36,420","12,768","24,57,683","2,95,95,621","6,31,704","3,30,01,755","1,54,67,718","58,89,536","3,87,88,727",0,0,0,"3,96,095","85,93,747",0,"1,38,708",0,0,0,"15,92,975","10,45,00,965","2,00,42,365","32,60,993",0,0,"2,33,03,358","71,33,262","2,39,05,532","33,17,909","57,24,409",0,0,"91,624","20,04,495",0,"2,98,677","4,24,75,908","2,51,970","4,30,83,082",0,"41,449",0,0,0,0,"7,15,531","73,92,575",0,0,0,0,0,0,0,0,0,0,0,0,0
106010739,ALTA BATES SUMMIT MEDICAL CENTER - ALTA BATES CAMPUS,20164,10-01-2016,12/31/2016,Open,Alameda,5,415,Non Profit Corp.,Comparable,,(510) 204-4444,2450 ASHBY AVENUE,BERKELEY,94705,CHARLES PROSPER,402,402,247,899,286,675,952,0,0,141,"1,397",10,3,"4,363",0,"4,713","1,440","2,637","3,158",0,0,"2,050","5,014",42,5,"19,059",0,"16,200","4,682","2,180","8,267",6,0,"1,277","24,354",849,789,"58,604","6,93,75,536","2,17,76,926","3,36,16,068","5,04,39,592",0,0,"2,44,77,405","7,08,75,721","7,57,920","76,137","27,13,95,305","5,79,19,041","1,67,47,241","56,80,901","3,19,23,674","25,406",0,"34,24,192","7,28,96,356","19,52,066","18,08,016","19,23,76,893","13,48,510","9,13,43,579","3,37,72,395","1,71,14,100","6,37,15,572",0,"25,406",0,"1,95,30,475","4,88,25,518",0,"27,09,986",0,0,0,"5,35,643","27,89,21,184",0,0,0,"48,22,331","48,22,331","3,59,50,998","47,51,772","2,21,82,869","1,86,47,694",0,0,"83,71,122","9,97,68,890",0,0,"18,96,73,345","28,92,486","18,54,44,802",0,"23,55,804",0,0,0,0,"16,31,539","9,10,68,545",0,0,0,0,0,0,0,0,0,0,0,0,0
106010937,ALTA BATES SUMMIT MEDICAL CENTER - SUMMIT HAWTHORNE,20164,10-01-2016,12/31/2016,Open,Alameda,5,417,Non Profit Corp.,Comparable,,(510) 655-4000,350 HAWTHORNE AVENUE,OAKLAND,94609,CHARLES PROSPER,326,326,237,"1,496",364,230,675,0,0,74,549,18,13,"3,419",0,"8,556","1,770","1,636","3,542",0,0,380,"2,832",65,44,"18,825",0,"8,834","2,155","1,356","8,269",4,0,484,"9,813",969,460,"32,344","13,52,52,014","3,03,48,350","2,07,06,724","5,39,69,434",0,0,"64,47,800","4,98,39,273","11,95,038","8,11,952","29,85,70,585","3,64,52,802","1,05,90,569","48,68,793","3,03,23,480","9,566",0,"44,71,289","4,12,01,681","21,47,255","10,14,636","13,10,80,071","14,76,237","13,14,76,339","3,30,73,535","1,00,08,722","7,54,03,488",0,"9,566",0,"92,62,790","3,93,31,177",0,"33,42,293",0,0,0,"3,50,351","30,37,34,498",0,0,0,0,0,"4,02,28,477","78,65,384","1,55,66,795","88,89,426",0,0,"16,56,299","5,17,09,777",0,0,"12,59,16,158","5,57,58,371","16,48,59,308",0,"16,22,722",0,0,0,0,"1,54,21,847","50,63,42,198",0,0,0,0,0,0,0,0,0,0,0,0,0
106370652,ALVARADO HOSPITAL,20164,10-01-2016,12/31/2016,Open,San Diego,14,1418,Investor - Corp.,Comparable,,(619) 287-3270,6655 ALVARADO ROAD,SAN DIEGO,92120,ROBIN GOMEZ,306,306,306,410,129,88,309,9,0,79,235,0,12,"1,271",0,"1,802",494,609,"1,447",22,0,692,948,0,28,"6,042",0,"1,777",429,608,"2,750",34,0,603,"3,207",4,633,"10,045","2,94,41,195","1,02,76,621","58,38,130","1,91,79,132","6,73,033",0,"33,07,344","2,10,33,766",0,"10,72,612","9,08,21,833","96,29,577","30,29,683","22,07,454","1,00,97,446","77,189",0,"12,31,828","1,23,18,965","23,065","14,93,435","4,01,08,642","23,25,971","3,03,79,901","99,92,714","51,56,002","2,50,12,522",0,"6,13,706",0,"9,01,448","2,40,25,970",0,"23,065",0,0,0,"29,30,208","10,13,61,507",0,0,0,0,0,"86,90,871","33,13,590","28,89,582","42,64,056","1,36,516",0,"8,37,724","93,26,761",0,"1,09,868","2,95,68,968","2,62,002","3,34,86,004","3,86,783",0,0,0,0,0,"14,49,341","6,34,03,825",0,0,0,0,0,0,0,0,0,0,0,0,0
106370749,ALVARADO PARKWAY INSTITUTE BHS,20164,10-01-2016,12/31/2016,Open,San Diego,14,1422,Investor - Corp.,Comparable,,(619) 465-4411,7050 PARKWAY DRIVE,LA MESA,91942,PATRICK ZIEMER,66,66,66,161,92,19,0,0,0,0,149,0,2,423,0,"2,912",917,278,0,0,0,0,"1,293",0,20,"5,420",0,"29,738","1,428",0,0,0,0,0,"2,756",0,86,"34,008","72,67,500","13,42,359","17,48,568",0,0,0,0,"32,35,000",0,"50,000","1,36,43,427","64,92,245","3,42,376",0,0,0,0,0,"6,55,366",0,"75,273","75,65,260","33,586","86,97,973",0,"12,73,128",0,0,0,0,0,"39,00,137",0,0,0,0,0,0,"1,39,04,824",0,0,0,0,0,"50,28,186","16,84,735","4,75,439",0,0,0,0,"-9,771",0,"1,25,274","73,03,863",0,"63,52,634",0,0,0,0,0,0,"2,55,675","16,66,584",0,0,0,0,0,0,0,0,0,0,0,0,0
