FAC_NO,FAC_NAME,YEAR_QTR,BEG_DATE,END_DATE,OP_STATUS,COUNTY_NAME,HSA,HFPA,TYPE_CNTRL,TYPE_HOSP,TEACH_RURL,PHONE,ADDRESS,CITY,ZIP_CODE,CEO,LIC_BEDS,AVL_BEDS,STF_BEDS,DIS_MCAR,DIS_MCAR_MC,DIS_MCAL,DIS_MCAL_MC,DIS_CNTY,DIS_CNTY_MC,DIS_THRD,DIS_THRD_MC,DIS_INDGNT,DIS_OTH,DIS_TOT,DIS_LTC,DAY_MCAR,DAY_MCAR_MC,DAY_MCAL,DAY_MCAL_MC,DAY_CNTY,DAY_CNTY_MC,DAY_THRD,DAY_THRD_MC,DAY_INDGNT,DAY_OTH,DAY_TOT,DAY_LTC,VIS_MCAR,VIS_MCAR_MC,VIS_MCAL,VIS_MCAL_MC,VIS_CNTY,VIS_CNTY_MC,VIS_THRD,VIS_THRD_MC,VIS_INDGNT,VIS_OTH,VIS_TOT,GRIP_MCAR,GRIP_MCAR_MC,GRIP_MCAL,GRIP_MCAL_MC,GRIP_CNTY,GRIP_CNTY_MC,GRIP_THRD,GRIP_THRD_MC,GRIP_INDGNT,GRIP_OTH,GRIP_TOT,GROP_MCAR,GROP_MCAR_MC,GROP_MCAL,GROP_MCAL_MC,GROP_CNTY,GROP_CNTY_MC,GROP_THRD,GROP_THRD_MC,GROP_INDGNT,GROP_OTH,GROP_TOT,BAD_DEBT,CADJ_MCAR,CADJ_MCAR_MC,CADJ_MCAL,CADJ_MCAL_MC,DISP_855,CADJ_CNTY,CADJ_CNTY_MC,CADJ_THRD,CADJ_THRD_MC,CHAR_HB,CHAR_OTH,SUB_INDGNT,TCH_ALLOW,TCH_SUPP,DED_OTH,DED_TOT,CAP_MCAR,CAP_MCAL,CAP_CNTY,CAP_THRD,CAP_TOT,NET_MCAR,NET_MCAR_MC,NET_MCAL,NET_MCAL_MC,NET_CNTY,NET_CNTY_MC,NET_THRD,NET_THRD_MC,NET_INDGNT,NET_OTH,NET_TOT,OTH_OP_REV,TOT_OP_EXP,PHY_COMP,NONOP_REV,DIS_PIPS,DAY_PIPS,EXP_PIPS,EXP_POPS,CAP_EXP,FIX_ASSETS,DISP_TRNFR,DIS_TOT_CC,PAT_DAY_TOT_CC,TOT_OUT_VIS_CC,GROS_INPAT_REV_CC,GROS_OUTPAT_REV_CC,CONTR_ADJ_CC,OTHR_DEDUCT_CC,CAP_PREM_REV_CC,NET_PAT_REV_CC,QA_FEES,QA_SUPPL_PAY,MNGD_CARE_QA_PAY
106150788,ADVENTIST HEALTH BAKERSFIELD,20173,07-01-2017,09/30/2017,Open,Kern,9,617,Non Profit Corp.,Comparable,,(661) 395-3000,2615 CHESTER AVENUE,BAKERSFIELD,93301,SHARLET BRIGGS,254,254,254,"1,001",726,262,"1,155",0,0,19,"1,076",0,290,"4,529",0,"4,458","2,963",907,"4,289",0,0,62,"3,437",0,"1,288","17,404",0,"9,876","3,801","1,402","12,176",0,0,448,"18,539",0,"3,831","50,073","7,70,71,076","5,95,01,619","1,59,75,829","6,59,88,262",0,0,"15,05,531","6,03,88,179",0,"2,10,70,837","30,15,01,333","3,30,49,415","2,70,24,591","45,70,576","3,82,40,256",0,0,"15,54,172","5,84,60,823",0,"1,60,58,652","17,89,58,485","23,84,438","8,97,85,003","6,89,17,471","1,78,99,155","8,24,81,241",0,0,0,"23,14,070","8,69,69,768",0,"23,81,813",0,0,0,"2,96,90,876","38,28,23,835",0,0,0,0,0,"2,00,84,730","1,74,39,550","26,25,427","2,17,47,151",0,0,"6,45,247","2,95,59,033",0,"55,34,845","9,76,35,983","10,99,479","9,73,81,571",0,"6,92,076",0,0,0,0,"3,30,310","13,92,04,115",0,0,0,0,0,0,0,0,0,0,0,0,0
106171049,ADVENTIST HEALTH CLEARLAKE,20173,07-01-2017,09/30/2017,Open,Lake,1,115,Non Profit Corp.,Comparable,Rural,(707) 995-5820,15630 18TH AVENUE ,CLEARLAKE,95422,DAVID SANTOS,25,25,25,171,3,13,125,0,0,3,35,0,2,352,0,769,6,39,357,0,0,7,124,0,12,"1,314",0,"18,586",163,"6,823","20,393",0,0,"4,800","3,288",0,"1,010","55,063","89,31,487","63,711","3,84,475","47,03,376",0,0,"3,68,621","11,54,700",0,"1,13,101","1,57,19,471","1,73,31,754","5,20,676","36,94,746","1,68,06,629",0,0,"9,25,574","58,97,385",0,"11,37,867","4,63,14,631","6,12,064","1,60,30,736","4,93,042","20,70,633","1,46,93,122","-2,10,000",0,0,"3,36,297","29,05,664",0,"22,01,750",0,0,0,"8,80,436","4,00,13,744",0,"32,29,427",0,0,"32,29,427","89,44,812","15,751","19,95,194","95,50,371",0,0,"9,66,918","37,13,598",0,"63,141","2,52,49,785","4,42,912","2,30,36,888",0,"30,423",0,0,0,0,"4,84,201","3,16,27,362",0,0,0,0,0,0,0,0,0,0,0,0,0
106040875,ADVENTIST HEALTH FEATHER RIVER,20173,07-01-2017,09/30/2017,Open,Butte,1,220,Church,Comparable,,(530) 877-9361,5974 PENTZ ROAD,PARADISE,95969,MONTY KNITTEL,100,100,100,587,25,50,284,0,0,3,200,0,15,"1,164",0,"2,440",90,173,"1,034",0,0,5,524,0,42,"4,308",0,"42,825","1,350","7,857","27,566",0,0,561,"16,467",0,"2,195","98,821","6,30,88,436","22,25,951","45,35,526","2,08,44,281",0,0,"3,64,680","1,29,92,807",0,"1,92,761","10,42,44,442","9,09,31,898","44,34,719","63,66,462","4,92,56,441",0,0,"38,30,944","3,66,99,675",0,"28,42,297","19,43,62,436","11,41,152","14,07,95,200","58,95,208","73,51,785","3,86,31,406",0,0,0,"32,32,938","4,45,20,596",0,"27,48,085",0,0,0,"39,54,522","24,82,70,892",0,0,0,0,0,"1,10,04,373","6,89,758","34,76,023","3,13,35,693",0,0,"4,50,033","33,80,105",0,1,"5,03,35,986","7,10,676","5,21,89,165",0,"11,34,785",0,0,0,0,"5,49,318","5,65,36,459",0,0,0,0,0,0,0,0,0,0,0,0,0
106190323,ADVENTIST HEALTH GLENDALE,20173,07-01-2017,09/30/2017,Open,Los Angeles,11,909,Church,Comparable,,(818) 409-8000,1509 WILSON TERRACE,GLENDALE,91206,KEVIN ROBERTS,515,462,304,"2,151",389,395,"1,001",0,0,32,918,0,202,"5,088",0,"11,583","1,396","2,329","3,723",0,0,102,"3,460",0,716,"23,309",0,"12,299","1,818","1,243","9,066",0,0,939,"17,945",0,"1,798","45,108","18,99,28,774","3,35,09,403","3,00,00,898","7,14,48,671",0,0,"79,148","5,93,90,925",0,"66,02,369","39,09,60,188","5,04,05,552","1,52,72,221","61,06,623","4,57,86,493",0,0,"20,34,689","4,98,39,978",0,"1,73,10,083","18,67,55,639","31,84,896","20,56,71,822","4,06,41,543","3,24,34,276","8,77,45,657",0,0,0,"13,22,126","7,67,61,454",0,"39,62,903",0,0,0,"1,88,36,001","47,05,60,678",0,0,0,0,0,"3,34,26,713","78,29,223","36,11,042","2,87,48,678",0,0,"4,80,013","3,03,82,571",0,"26,76,909","10,71,55,149","46,86,086","11,88,32,228",0,570,0,0,0,0,"3,18,682","20,70,25,849",0,0,0,0,0,0,0,0,0,0,0,0,0
106164029,ADVENTIST HEALTH HANFORD,20173,07-01-2017,09/30/2017,Open,Kings,9,615,Church,Comparable,Rural,(559) 582-9000,115 MALL DRIVE,HANFORD,93230,WAYNE FERCH,230,230,124,900,161,244,932,0,0,163,403,3,45,"2,851",0,"4,500",845,837,"2,976",0,0,429,"1,326",9,156,"11,078",0,"14,324","2,100","3,867","28,074",0,0,"5,211","15,991",7,"2,516","72,090","3,89,61,944","67,14,241","75,50,240","2,89,24,648",0,0,"41,30,048","1,25,33,558","84,548","13,62,791","10,02,62,018","3,30,82,077","70,87,499","89,22,401","6,78,87,095",0,0,"1,03,10,058","3,50,53,501","33,989","72,75,998","16,96,52,618","30,19,178","5,68,26,678","1,13,08,524","95,47,773","6,67,07,439","-12,57,978",0,0,"1,13,07,732","2,29,50,618",0,"19,63,741",0,0,0,"98,77,487","19,22,51,192",0,"40,79,538",0,0,"40,79,538","1,47,87,918","24,93,216","56,66,890","3,01,04,304",0,0,"31,32,374","2,46,36,441",232,"9,21,607","8,17,42,982","5,41,758","7,17,96,691",0,"-4,93,389",0,0,0,0,"56,21,894","19,14,34,639",0,0,0,0,0,0,0,0,0,0,0,0,0
106234038,ADVENTIST HEALTH HOWARD MEMORIAL,20173,07-01-2017,09/30/2017,Open,Mendocino,1,112,Non Profit Corp.,Comparable,,(707) 459-6801,1 MARCELA DRIVE,WILLITS,95490,JASON WELLS,25,25,25,215,9,20,59,0,0,1,53,0,12,369,0,"1,004",32,66,296,0,0,8,182,0,90,"1,678",0,"4,592",355,209,"3,699",0,0,563,"2,771",0,412,"12,601","1,40,15,265","5,54,015","9,81,196","39,07,944",0,0,"11,30,767","32,06,409",0,"19,358","2,38,14,954","65,56,014","4,29,576","6,01,481","69,81,676",0,0,"6,16,671","46,26,135",0,"9,82,070","2,07,93,623","4,18,285","1,40,54,818","7,60,185","10,79,575","76,56,309",0,0,0,"2,05,101","28,82,783",0,"10,49,212",0,0,0,"12,49,774","2,93,56,042",0,"11,23,763",0,0,"11,23,763","62,03,196","1,57,512","3,84,599","43,62,200",0,0,"14,24,867","38,43,924",0,0,"1,63,76,298","1,97,926","1,65,07,378",0,"1,76,827",0,0,0,0,"14,93,107","6,51,71,266",0,0,0,0,0,0,0,0,0,0,0,0,0
106390923,ADVENTIST HEALTH LODI MEMORIAL,20173,07-01-2017,09/30/2017,Open,San Joaquin,6,505,Non Profit Corp.,Comparable,,(209) 334-3411,975 SOUTH FAIRMONT AVENUE,LODI,95240,DANIEL WOLCOTT,190,190,94,880,204,178,504,0,0,39,370,2,26,"2,203",0,"3,612",840,705,"1,706",0,0,159,"1,176",5,75,"8,278",0,"20,872","3,575","4,036","25,934",0,0,"4,294","14,739",118,"1,422","74,990","8,74,24,027","1,87,51,643","1,49,28,782","3,93,63,700",0,0,"36,39,709","3,05,61,121","1,21,012","19,41,802","19,67,31,796","4,08,72,399","79,84,481","87,30,741","4,44,64,375",0,0,"51,29,654","3,12,55,688","1,29,506","47,50,636","14,33,17,480","23,38,076","10,95,80,686","2,34,36,124","2,16,80,193","7,14,97,220",0,0,0,"71,60,581","4,13,62,178",0,"19,02,014",0,0,0,"71,76,290","28,61,33,362",0,"5,36,851",0,0,"5,36,851","1,41,26,132","33,00,000","19,79,330","1,28,67,706",0,0,"16,08,782","2,04,54,631","2,648","1,13,536","5,44,52,765","4,34,505","5,29,72,407",0,"-27,55,906",0,0,0,0,"7,28,114","13,54,30,332",0,0,0,0,0,0,0,0,0,0,0,0,0
106100797,ADVENTIST HEALTH REEDLEY,20173,07-01-2017,09/30/2017,Open,Fresno,9,607,District,Comparable,Rural,(559) 582-9000,372 WEST CYPRESS AVENUE,REEDLEY,93654,WAYNE FERCH,49,49,15,41,6,79,284,0,0,3,65,0,5,483,0,148,19,177,565,0,0,9,116,0,9,"1,043",0,"19,588","3,704","14,676","88,243",0,0,"1,468","18,277","3,591","3,212","1,52,759","11,30,791","1,15,331","15,30,491","53,36,989",0,0,"54,270","12,20,524",0,"95,832","94,84,228","85,13,714","14,74,600","64,79,022","3,47,65,131",0,0,"13,78,488","78,52,493","5,97,639","21,25,783","6,31,86,870","10,69,210","49,12,141","10,76,707","31,24,514","1,26,37,778","-6,14,040",0,0,"5,73,171","38,13,707",0,"21,23,887",0,0,0,"19,29,198","3,06,46,273",0,0,0,"1,69,772","1,69,772","50,85,714","4,10,619","45,87,247","2,62,60,018",0,0,"4,02,483","49,81,782","99,516","3,67,218","4,21,94,597","10,95,875","3,90,30,692",0,"-44,797",0,0,0,0,"4,47,729","2,19,24,797",0,0,0,0,0,0,0,0,0,0,0,0,0
106560525,ADVENTIST HEALTH SIMI VALLEY,20173,07-01-2017,09/30/2017,Open,Ventura,10,813,Church,Comparable,,(805) 955-6000,2975 SYCAMORE DRIVE,SIMI VALLEY,93065,JENNIFER SWENSON,188,144,144,630,144,42,249,0,0,11,493,0,66,"1,635",0,"2,813",564,161,797,0,0,31,"1,528",0,227,"6,121",0,"3,320",638,454,"3,664",0,0,232,"9,473",0,"3,290","21,071","4,31,79,151","91,32,131","44,57,650","1,09,20,191",0,0,"3,46,789","2,30,61,822",0,"14,42,987","9,25,40,721","1,43,29,154","52,75,814","29,66,672","1,40,47,732",0,0,"2,71,254","2,68,95,717",0,"33,89,412","6,71,75,755","9,31,751","4,69,86,186","1,15,18,731","64,40,199","2,05,11,748",0,0,0,"4,82,727","3,08,18,062",0,"12,23,125",0,0,0,"40,65,732","12,29,78,261",0,0,0,0,0,"1,04,26,255","28,14,672","9,73,668","44,56,175",0,0,"1,31,207","1,76,92,972",0,"2,43,266","3,67,38,215","6,60,764","3,86,18,043",0,"1,22,423",0,0,0,0,"2,25,122","13,03,39,846",0,0,0,0,0,0,0,0,0,0,0,0,0
106554011,ADVENTIST HEALTH SONORA - GREENLEY,20173,07-01-2017,09/30/2017,Open,Tuolumne,6,513,Church,Comparable,Rural,(209) 532-5000,1000 GREENLEY ROAD,SONORA,95370,ANDREW JAHN,152,152,119,657,36,51,206,0,0,36,207,0,8,"1,201",25,"2,737",124,"6,066",736,0,0,262,600,0,22,"10,547","6,075","48,915","2,223","4,408","16,724",0,0,"6,174","25,713",29,"2,282","1,06,468","5,04,21,823","21,86,421","54,22,852","1,40,15,974",0,0,"23,88,339","1,36,25,294",0,"4,96,050","8,85,56,753","7,93,16,636","41,20,602","37,01,106","2,17,23,590",0,0,"77,60,375","3,59,83,207","66,838","23,97,891","15,50,70,245","2,85,227","10,16,28,872","50,55,927","45,46,027","2,66,67,160",0,0,0,"71,02,273","2,96,43,660",0,"24,86,482",0,0,0,"46,56,462","18,20,72,090",0,0,0,0,0,"2,30,54,814","12,51,096","45,77,931","90,72,404",0,0,"30,46,441","1,99,64,841",441,"5,86,940","6,15,54,908","3,88,537","5,93,84,715",0,"7,11,857",0,0,0,0,"91,50,115","7,45,31,785",0,0,0,0,0,0,0,0,0,0,0,0,0
